option_id,unit_id,relationship,notes,provenance,confidence
increased_rap_content,,none,"OUT-OF-SET: recycled asphalt planings cut embodied carbon of binder and aggregate, which is outside the premise's carrier balance.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'increased_rap_content' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
induction_heating,furnace_ht_elec,is_unit,Induction heating and melting of conductive metals is the electric HTH furnace unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'induction_heating' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
inert_anode_smelting,,route_change,GAP-UNIT: no aluminium electrolysis unit; the option spans electrolysis_potlines and anode_production_baking.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'inert_anode_smelting' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
insulation_upgrade,,none,"DEMAND-SIDE: cuts standing losses on steam systems, tanks and furnaces, i.e. the duty.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'insulation_upgrade' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
inverter_welding_equipment,generic_process_elec,enables,Inverter power sources cut welding-set conversion losses: the electricity input coefficient of the OTH electric service unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'inverter_welding_equipment' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
ipcc_in_pit_crushing_conveying,motor_elec,route_change,Diesel truck haulage from face to plant replaced by an in-pit crusher and electric conveyors: the haulage duty moves to a MOT duty.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'ipcc_in_pit_crushing_conveying' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
iron_ore_electrowinning,,route_change,"GAP-UNIT: no electrowinning node in the chemistry spine; the route replaces coke_ovens, sinter_plant and blast_furnace_ironmaking.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'iron_ore_electrowinning' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
kiln_dryer_cascade_heat_recovery,,none,"ARCHITECTURAL: kiln cooling-zone air feeding a dryer is a reject-heat coefficient (data migration B5) plus the C10 (heat grade cascade) constraint, not a unit.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'kiln_dryer_cascade_heat_recovery' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
kiln_net_zero_fuel_mix_h2_biomass,,none,"GAP-UNIT: kiln_* units are coal, gas, waste-derived fuel and oil only; there is no hydrogen or biomass cement kiln for a net-zero main-burner mix.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'kiln_net_zero_fuel_mix_h2_biomass' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
lab_air_change_reduction_dcv,,none,DEMAND-SIDE: reduces the laboratory ventilation duty.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'lab_air_change_reduction_dcv' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
lab_exhaust_heat_recovery,,none,"ARCHITECTURAL: run-around coil recovery on 100% outside-air ventilation is a reject-heat coefficient (B5) plus C10, not a unit.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'lab_exhaust_heat_recovery' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
lab_led_lighting_controls,,none,"DEMAND-SIDE and GAP-UNIT: reduces the lighting duty, and unit.csv has no lighting unit.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'lab_led_lighting_controls' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
led_high_bay_lighting,,none,"DEMAND-SIDE and GAP-UNIT: reduces the lighting duty, and unit.csv has no lighting unit.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'led_high_bay_lighting' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
led_uv_curing,generic_process_elec,is_unit,Instant-cure LED-UV replacing gas heatset/IR dryers is an electric OTH service.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'led_uv_curing' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
lime_oxyfuel_flash_calcination,ccs_oxyfuel_lime,is_unit,Flash calcination with a concentrated capture-ready CO2 stream is the lime oxyfuel unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'lime_oxyfuel_flash_calcination' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
low_bake_paint_chemistry,,none,DEMAND-SIDE: reformulated coatings reduce the cure-oven duty.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'low_bake_paint_chemistry' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
low_gwp_process_gas_substitution,,none,OUT-OF-SET: F-gases are not carriers and their emissions are neither co2_process nor a fuel CO2 carrier.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'low_gwp_process_gas_substitution' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
low_temperature_tanning_chemistry,,none,DEMAND-SIDE: reduces the hot-water and drying duty.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'low_temperature_tanning_chemistry' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
malting_kiln_heat_pump,dryer_heat_pump,is_unit,Recovering latent heat from humid kiln exhaust to supply 60-90C kiln air is the heat-pump dryer unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'malting_kiln_heat_pump' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
microwave_assisted_ceramic_firing,furnace_ht_elec,enables,Hybrid microwave plus conventional heating cuts the HTH unit's energy coefficient per unit of firing.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'microwave_assisted_ceramic_firing' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
microwave_rf_drying,dryer_electric,is_unit,Volumetric dielectric drying is an electric dryer.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'microwave_rf_drying' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
minewater_heat_pump_recovery,heat_pump_lt_reject,is_unit,Upgrading 15-20C minewater heat is the reject-heat heat pump unit. README challenge 10 records that the heat usually serves an off-site offtaker.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'minewater_heat_pump_recovery' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
molten_oxide_electrolysis,,route_change,"GAP-UNIT: no molten oxide electrolysis node; the route replaces coke_ovens, sinter_plant, blast_furnace_ironmaking and bof_steelmaking.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'molten_oxide_electrolysis' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
mvr,,none,GAP-UNIT: no mechanical vapour recompression unit. heat_pump_ht is not a substitute — MVR compresses the process vapour itself and its effective COP is an order of magnitude higher.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'mvr' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
natural_refrigerant_refrigeration,chiller_electric_hfo,is_unit,unit.csv's advanced (HFO) refrigeration plant is the nearest unit; ammonia and transcritical CO2 plant are not separately represented.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'natural_refrigerant_refrigeration' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
ohmic_heating_food,generic_process_elec,is_unit,Direct volumetric electric heating of pumpable product is an electric OTH service.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'ohmic_heating_food' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
onsite_solar_pv,pv_rooftop,supply,Rooftop array.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'onsite_solar_pv' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
onsite_solar_pv,pv_ground_mount,supply,Ground-mounted array where land is available.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'onsite_solar_pv' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
oxyfuel_ccs,ccs_oxyfuel,is_unit,Full oxyfuel capture on a cement kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'oxyfuel_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
oxyfuel_ccs,ccs_oxyfuel_partial,is_unit,Partial oxyfuel capture on a cement kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'oxyfuel_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
oxyfuel_ccs,ccs_oxyfuel_lime,is_unit,Full oxyfuel capture on a lime kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'oxyfuel_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
paint_shop_heat_recovery,,none,"ARCHITECTURAL: cure-oven exhaust recovery and heat wheels are reject-heat coefficients (B5) plus C10, not a unit.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'paint_shop_heat_recovery' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
pfc_point_of_use_abatement,,none,OUT-OF-SET: PFC/NF3/SF6 abatement; these are not carriers in carrier.csv.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'pfc_point_of_use_abatement' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
plasma_electric_cutting,generic_process_elec,is_unit,Electric plasma arc and laser cutting replacing oxy-fuel torches is an electric OTH service.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'plasma_electric_cutting' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
plasma_torch_heating,furnace_ht_elec,is_unit,Very-high-temperature electric heat; furnace_ht_elec is the HTH family's only electric member.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'plasma_torch_heating' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
plug_in_electric_mobile_crushing_screening,,none,GAP-UNIT: no mobile-plant / NRMM unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'plug_in_electric_mobile_crushing_screening' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
post_combustion_amine_ccs,ccs_amine,is_unit,MEA amine train on a cement kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_mdea,is_unit,Advanced MDEA amine train on a cement kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_coal_chp,is_unit,MEA amine train with coal CHP on a cement kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_lime,is_unit,MEA amine train on a lime kiln.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_hvc_gas,is_unit,"Amine train on a steam cracker, gas reboiler.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_hvc_biomass,is_unit,"Amine train on a steam cracker, biomass co-firing.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_hvc_elec,is_unit,Amine train on an electric steam cracker.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_ammonia,is_unit,Amine train on an ammonia steam reformer.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_ironmaking,is_unit,Amine train on ironmaking.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
post_combustion_amine_ccs,ccs_amine_dri,is_unit,Amine train on direct reduced iron.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'post_combustion_amine_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
processless_ctp_plates,,none,"DEMAND-SIDE: eliminates plate-processor energy, water and chemistry in platemaking.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'processless_ctp_plates' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
quarry_floating_solar_storage,pv_ground_mount,supply,Array on quarry land and silt lagoons.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'quarry_floating_solar_storage' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
quarry_floating_solar_storage,battery_2h,supply,The storage leg that supplies plant and charges electric mobile equipment.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'quarry_floating_solar_storage' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
recycled_cement_clinker_cec,cement_lowcarbon_elec,route_change,"Electric cement: hydrated cement from demolition waste reactivated as a slag/clinker substitute in a steel EAF, so the clinker kiln leg disappears.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'recycled_cement_clinker_cec' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
refinery_low_carbon_hydrogen_fuel_switch,,none,GAP-UNIT: the PHEAT family carries refinery_process_heat_gas only; there is no hydrogen-fired refinery process-heat unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'refinery_low_carbon_hydrogen_fuel_switch' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
refinery_process_heater_electrification,,none,GAP-UNIT: the PHEAT family carries refinery_process_heat_gas only; there is no electric refinery process-heat unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'refinery_process_heater_electrification' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
rotating_packed_bed_intensification,,none,DEMAND-SIDE: process intensification cuts the separation duty; no intensification unit exists.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'rotating_packed_bed_intensification' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
rotodynamic_electric_heater,furnace_ht_elec,is_unit,Turbomachinery electric heating of process air/material above 1000C; the HTH electric member.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'rotodynamic_electric_heater' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
shoe_press_advanced_dewatering,paper_press_elec,enables,Raising post-press solids cuts the downstream paper_dryer_elec steam coefficient; the capex sits on paper_press_elec.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'shoe_press_advanced_dewatering' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
shore_power_cold_ironing,,none,"GAP-UNIT and GAP-CARRIER: vessel auxiliary power at berth has no unit, and marine gas oil has no carrier.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'shore_power_cold_ironing' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
solar_thermal_process_heat,solar_thermal_flat,supply,Flat-plate collector to ~100C; evacuated-tube and advanced designs are not separately represented.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'solar_thermal_process_heat' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
sortation_regen_drives,motor_elec,enables,Regenerative VSDs and IE4/IE5 motors cut motor_elec's electricity input coefficient.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'sortation_regen_drives' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
steel_offgas_ccu_ethanol,,none,OUT-OF-SET: gas fermentation to ethanol; no CCU unit and no ethanol carrier.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'steel_offgas_ccu_ethanol' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
still_tvr_thermocompression,,none,GAP-UNIT: no thermal vapour recompression unit; see mvr.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'still_tvr_thermocompression' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
superheated_steam_drying,,none,"GAP-UNIT: dryer_steam is a conventional steam-heated dryer. Superheated steam drying recovers the evaporated water's latent heat, which is a materially different coefficient set.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'superheated_steam_drying' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
superheated_steam_drying_paper,,none,"GAP-UNIT: as superheated_steam_drying, on a paper machine; paper_dryer_elec cannot carry near-total latent heat recovery.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'superheated_steam_drying_paper' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
tethered_electric_excavator,,none,GAP-UNIT: no mobile-plant / NRMM unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'tethered_electric_excavator' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
tgr_bf_ccs,tgr_blast_furnace_coke,is_unit,The top-gas-recovery blast furnace itself.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'tgr_bf_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
tgr_bf_ccs,ccs_amine_ironmaking,is_unit,The capture train on the recovered top gas.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'tgr_bf_ccs' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
thermal_storage_power_to_heat,thermal_store_steam,supply,Discharging steam.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'thermal_storage_power_to_heat' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
thermal_storage_power_to_heat,thermal_store_hot_water,supply,Discharging hot water.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'thermal_storage_power_to_heat' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
trolley_assist_haul_trucks,,none,GAP-UNIT: no mobile-plant / NRMM unit.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'trolley_assist_haul_trucks' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
ult_freezer_optimisation,chiller_electric,enables,"Setpoints, maintenance and efficient replacement cut chiller_electric's electricity input coefficient on the REF duty.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'ult_freezer_optimisation' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
uv_cure_coatings,generic_process_elec,is_unit,UV cure replacing thermally-baked coatings is an electric OTH service.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'uv_cure_coatings' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
vam_thermal_oxidation,,none,"OUT-OF-SET: ventilation-air methane is a fugitive emission, not a carrier, and methane emissions are not in the carrier set.","[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'vam_thermal_oxidation' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
warm_mix_asphalt,,none,DEMAND-SIDE: a lower mixing temperature reduces the aggregate drying and heating duty.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'warm_mix_asphalt' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
waste_derived_fuels,kiln_dry_wdf,is_unit,Dry preheater cement kiln on waste-derived fuel.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'waste_derived_fuels' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
waste_derived_fuels,kiln_fluidbed_wdf,is_unit,Fluidised-bed cement kiln with waste utilisation.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'waste_derived_fuels' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
waste_derived_fuels,lime_kiln_dry_wdf,is_unit,Dry lime kiln on waste-derived fuel.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'waste_derived_fuels' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
waste_derived_fuels,lime_kiln_fluidbed_wdf,is_unit,Fluidised-bed lime kiln with waste utilisation.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'waste_derived_fuels' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",high
waste_heat_recovery_process,,none,ARCHITECTURAL: flue-gas and process heat recovery is the reject-heat coefficient set (B5) plus the C10 cascade. The upgrade path that does have a unit is heat_recovery_heat_pump.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'waste_heat_recovery_process' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
wetted_drained_cathode,,none,GAP-UNIT: no aluminium electrolysis unit to carry a cell-voltage coefficient.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'wetted_drained_cathode' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
wort_vapour_energy_recovery,,none,GAP-UNIT: wort kettle vapour recompression; see mvr.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'wort_vapour_energy_recovery' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
zeolite_adsorption_drying,,none,GAP-UNIT: no sorption dryer unit. dryer_heat_pump is not a substitute — the sorbent regeneration duty is a different coefficient set.,"[CARB3_OPT_LIB] decarbonisation_options_library.csv row 'zeolite_adsorption_drying' (option_class, displaces, duty, uk_status) read against [CARB3_UNIT_LIST] unit.csv and [CARB3_SPEC_IMPL] 3.5",medium
