carb3_activity,process_set_id,process_id,duty_family,unit_id,default_share,sizing_basis,evidence_tier,provenance,confidence
Concrete batching plant,default,aggregate_handling_conveying,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, aggregate_handling_conveying) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Concrete batching plant,default,batching_mixing,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, batching_mixing) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Concrete batching plant,default,water_supply_pumping,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, water_supply_pumping) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Concrete batching plant,default,water_aggregate_heating,LTH,boiler_lt_gas,0.92532,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Concrete batching plant, default, water_aggregate_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Other industries / LTH), yielding gas 0.93, oil 0.07. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Concrete batching plant,default,water_aggregate_heating,LTH,boiler_lt_oil,0.07468,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Concrete batching plant, default, water_aggregate_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Other industries / LTH), yielding gas 0.93, oil 0.07. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Concrete batching plant,default,dust_extraction,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, dust_extraction) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Concrete batching plant,default,mobile_plant_trucks,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, mobile_plant_trucks) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed. NO ELIGIBILITY ROW: unit_eligibility.csv has no entry for (Concrete batching plant, mobile_plant_trucks) that this duty could use, so spec section 3.16's eligibility precondition is not met and a strict validator will reject this row. The unit named is the correct incumbent on the physics; the gap is in unit_eligibility.csv, not here. See DONE_default_unit.md.",low
Concrete batching plant,default,site_services,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Concrete batching plant, default, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Other industries / SPC), yielding gas 0.90, oil 0.10. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Concrete batching plant,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Concrete batching plant, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Creamery,default,heat_treatment_pasteurisation,LTH,boiler_lt_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Creamery, default, heat_treatment_pasteurisation) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Creamery,default,evaporation_drying,DRY,dryer_direct_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Creamery, default, evaporation_drying) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the DRY-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Creamery,default,cip_hot_water,LTH,boiler_lt_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Creamery, default, cip_hot_water) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Creamery,default,refrigeration,REF,chiller_electric,1.00000,duty_annual,assumed,"Only plausible incumbent: chiller_electric is the sole REF-family unit in unit.csv and is eligible for (Creamery, refrigeration) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Creamery,default,processing_machinery_pumping,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Creamery, processing_machinery_pumping) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Creamery,default,compressed_air,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Creamery, compressed_air) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Creamery,default,site_services,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Creamery, default, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Creamery,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Creamery, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Distillery,default,milling_mashing,LTH,boiler_lt_biomass,0.01170,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, default, milling_mashing) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Food, beverages etc / LTH), yielding biomass 0.01, gas 0.91, oil 0.07. The unit is the STM-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family LTH is both eligible for (Distillery, milling_mashing) and admitted by C10 (the heat grade cascade) at grade_rank 2, so the nearest family that is, STM, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Distillery,default,milling_mashing,LTH,boiler_lt_gas,0.91410,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, default, milling_mashing) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Food, beverages etc / LTH), yielding biomass 0.01, gas 0.91, oil 0.07. The unit is the STM-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family LTH is both eligible for (Distillery, milling_mashing) and admitted by C10 (the heat grade cascade) at grade_rank 2, so the nearest family that is, STM, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Distillery,default,milling_mashing,LTH,boiler_lt_oil,0.07419,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, default, milling_mashing) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Food, beverages etc / LTH), yielding biomass 0.01, gas 0.91, oil 0.07. The unit is the STM-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family LTH is both eligible for (Distillery, milling_mashing) and admitted by C10 (the heat grade cascade) at grade_rank 2, so the nearest family that is, STM, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Distillery,default,distillation,STM,chp_gas_ccgt,0.23500,duty_annual,sector_statistic,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use.",medium
Distillery,default,distillation,STM,boiler_lt_biomass,0.76500,duty_annual,derived,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Distillery, default, distillation); the split between them from [ECUK_2025_U4] (ECUK Table U4 2024 Food, beverages etc / LTH).",medium
Distillery,default,coproduct_evaporation,STM,chp_gas_ccgt,0.23500,duty_annual,assumed,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use. The energy profile carries NO row for (Distillery, default, coproduct_evaporation) - one of the silent coverage gaps section 3.3.1 names - so the incumbent fuel is not evidenced and the default carrier for this duty family is used.",low
Distillery,default,coproduct_evaporation,STM,boiler_lt_gas,0.76500,duty_annual,assumed,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Distillery, default, coproduct_evaporation); the split between them from [ECUK_2025_U4] (no vector). NO ELIGIBILITY ROW: unit_eligibility.csv offers no boiler at all for (Distillery, coproduct_evaporation) - only CHP units - so a CHP would have to be its own residual. The boiler named is the library default; the gap is in unit_eligibility.csv. See DONE_default_unit.md. The energy profile carries NO row for (Distillery, default, coproduct_evaporation) - one of the silent coverage gaps section 3.3.1 names - so the incumbent fuel is not evidenced and the default carrier for this duty family is used.",low
Distillery,default,process_pumps_motors,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Distillery, process_pumps_motors) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Distillery,default,cooling_systems,REF,chiller_electric,1.00000,duty_annual,assumed,"Only plausible incumbent: chiller_electric is the sole REF-family unit in unit.csv and is eligible for (Distillery, cooling_systems) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Distillery,default,compressed_air,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Distillery, compressed_air) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Distillery,default,site_services,SPC,boiler_spc_biomass,0.01264,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, default, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Food, beverages etc / SPC), yielding biomass 0.01, gas 0.91, oil 0.07. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Distillery,default,site_services,SPC,boiler_spc_gas,0.98736,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, default, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Food, beverages etc / SPC), yielding biomass 0.01, gas 0.91, oil 0.07. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Distillery,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Distillery, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Distillery,grain_distillery,grain_intake_milling,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Distillery, grain_intake_milling) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed. The energy profile carries NO row for (Distillery, grain_distillery, grain_intake_milling) - one of the silent coverage gaps section 3.3.1 names - so the incumbent fuel is not evidenced and the default carrier for this duty family is used.",low
Distillery,grain_distillery,cooking_conversion,STM,chp_gas_ccgt,0.23500,duty_annual,assumed,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use. NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Distillery, cooking_conversion) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Distillery,grain_distillery,cooking_conversion,STM,boiler_lt_gas,0.76500,duty_annual,assumed,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Distillery, grain_distillery, cooking_conversion); the split between them from [ECUK_2025_U4] (single vector gas). NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Distillery, cooking_conversion) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Distillery,grain_distillery,continuous_distillation,STM,chp_gas_ccgt,0.23500,duty_annual,assumed,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use. NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Distillery, continuous_distillation) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Distillery,grain_distillery,continuous_distillation,STM,boiler_lt_gas,0.76500,duty_annual,assumed,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Distillery, grain_distillery, continuous_distillation); the split between them from [ECUK_2025_U4] (single vector gas). NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Distillery, continuous_distillation) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Distillery,grain_distillery,coproduct_evaporation_drying,DRY,dryer_direct_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, grain_distillery, coproduct_evaporation_drying) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the DRY-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Distillery,grain_distillery,site_services,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Distillery, grain_distillery, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Distillery,grain_distillery,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Distillery, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Effluent Minewater Treatment Plant,default,minewater_pumping,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Effluent Minewater Treatment Plant, minewater_pumping) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Effluent Minewater Treatment Plant,default,aeration_treatment,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Effluent Minewater Treatment Plant, aeration_treatment) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Effluent Minewater Treatment Plant,default,dosing_sludge_handling,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Effluent Minewater Treatment Plant, dosing_sludge_handling) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Effluent Minewater Treatment Plant,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Effluent Minewater Treatment Plant, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Exhaust and tyre centre,default,workshop_equipment,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Exhaust and tyre centre, workshop_equipment) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Exhaust and tyre centre,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Exhaust and tyre centre, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Exhaust and tyre centre,default,space_heating,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Exhaust and tyre centre, default, space_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Exhaust and tyre centre,default,water_heating,LTH,boiler_lt_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Exhaust and tyre centre, default, water_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Factory,default,machine_drive,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Factory, machine_drive) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Factory,default,process_heating,PHEAT,furnace_ht_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Factory, default, process_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the HTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family PHEAT is both eligible for (Factory, process_heating) and admitted by C10 (the heat grade cascade) at grade_rank 3, so the nearest family that is, HTH, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Factory,default,process_cooling,REF,chiller_electric,1.00000,duty_annual,assumed,"Only plausible incumbent: chiller_electric is the sole REF-family unit in unit.csv and is eligible for (Factory, process_cooling) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Factory,default,other_process,OTH,generic_process_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Factory, default, other_process) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the OTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Factory,default,steam_hot_water,STM,boiler_lt_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Factory, default, steam_hot_water) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the STM-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Factory,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Factory, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Factory,default,space_heating,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Factory, default, space_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Flour Mill,default,wheat_cleaning_conditioning,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Flour Mill, wheat_cleaning_conditioning) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Flour Mill,default,grinding_roller_mills,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Flour Mill, grinding_roller_mills) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Flour Mill,default,pneumatic_conveying_aspiration,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Flour Mill, pneumatic_conveying_aspiration) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Flour Mill,default,sifting_purification,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Flour Mill, sifting_purification) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
