scenario_id,carrier,cluster_id,period,available,capacity_limit,unit_tariff,provenance
published_2026,hydrogen,humber,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,humber2,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,mersey,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,grangemouth,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,peterhead,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,south_wales,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,southampton,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,medway,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2021,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2025,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2030,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2035,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2040,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2045,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,teesside,2050,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,humber,2021,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,humber,2025,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,humber,2030,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,grid_headroom,humber,2035,TRUE,,,"[IDS_2021] treats every GB industrial cluster as grid-connected; all nine COMIT clusters sit on the GB transmission or distribution network. capacity_limit is left blank (unbounded) because no per-cluster grid headroom figure is published. available TRUE therefore asserts connection, not headroom. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
