parameter_id,carrier_id,period,value,unit,provenance,confidence
ef_electricity_lrmf,electricity,2021,74.73,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2021 = 0.269022 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2025,56.48,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2025 = 0.203331 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2030,24.91,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2030 = 0.089693 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2035,6.63,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2035 = 0.023879 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2040,1.77,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2040 = 0.006357 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2045,0.37,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2045 = 0.001325 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
ef_electricity_lrmf,electricity,2050,0.38,kt_co2_per_pj,"[GB_SUPP_TABLES_2023] Table 1, long-run marginal / consumption-based / Industrial, year 2050 = 0.001359 kgCO2e/kWh x 277.7778. The appraisal alternative to ef_electricity; not referenced by carrier.emission_factor_source. See DONE_carriers.md",high
import_price,electricity,2021,31.50,gbp_m_per_pj,"[QEP_MANUF_FUEL_PRICES] Table 3.1.3 ""Average prices of fuels purchased by the manufacturing industry excluding the Climate Change Levy, in original units, annually, in Great Britain"", year 2021, size band Large, column ""Electricity: Large"" = 11.3387 p/kWh x 2.777778. 2021 cash = 2021 prices, no deflation needed",high
import_price,natural_gas,2021,7.04,gbp_m_per_pj,"[QEP_MANUF_FUEL_PRICES] Table 3.1.3 ""Average prices of fuels purchased by the manufacturing industry excluding the Climate Change Levy, in original units, annually, in Great Britain"", year 2021, size band Large, column ""Gas: Large"" = 2.5355 p/kWh x 2.777778",high
import_price,coal,2021,3.26,gbp_m_per_pj,"[QEP_MANUF_FUEL_PRICES] Table 3.1.3 ""Average prices of fuels purchased by the manufacturing industry excluding the Climate Change Levy, in original units, annually, in Great Britain"", year 2021, size band Large, column ""Coal: Large"" = GBP 87.18/tonne, divided by gross CV 26.742 GJ/tonne for ""Coal (industrial)"" from [GHG_CF_2026] sheet ""Fuel properties""; GBP/tonne / (GJ/tonne) = GBP m/PJ",medium
import_price,light_fuel_oil,2021,11.88,gbp_m_per_pj,"[QEP_MANUF_FUEL_PRICES] Table 3.1.3 ""Average prices of fuels purchased by the manufacturing industry excluding the Climate Change Levy, in original units, annually, in Great Britain"", year 2021, size band Large, column ""Gas Oil: Large"" = GBP 537.92/tonne, divided by gross CV 45.286 GJ/tonne for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,heavy_fuel_oil,2021,10.11,gbp_m_per_pj,"[QEP_MANUF_FUEL_PRICES] Table 3.1.3 ""Average prices of fuels purchased by the manufacturing industry excluding the Climate Change Levy, in original units, annually, in Great Britain"", year 2021, size band Large, column ""Heavy Fuel Oil: Large"" = GBP 438.24/tonne, divided by gross CV 43.353 GJ/tonne for ""Fuel Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2025,45.14,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2025 = 17.0880 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2025,10.53,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2025 = 3.9868 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2025,8.16,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2025 = 3.0872 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2025,14.16,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2025 = 57.5611 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2030,32.10,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2030 = 12.1500 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2030,7.50,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2030 = 2.8388 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2030,7.85,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2030 = 2.9702 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2030,13.47,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2030 = 54.7685 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2035,30.45,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2035 = 11.5257 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2035,7.53,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2035 = 2.8499 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2035,7.18,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2035 = 2.7166 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2035,13.43,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2035 = 54.6199 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2040,29.39,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2040 = 11.1248 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2040,7.56,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2040 = 2.8612 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2040,6.54,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2040 = 2.4749 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2040,13.40,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2040 = 54.4735 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2045,29.61,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2045 = 11.2087 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2045,7.59,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2045 = 2.8748 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2045,6.37,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2045 = 2.4124 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2045,13.36,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2045 = 54.3292 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
import_price,electricity,2050,30.12,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 4 ""Retail Electricity Prices (real 2022 p/kWh)"", Central / Industrial, year 2050 = 11.4008 p/kWh; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100) then x 2.777778",high
import_price,natural_gas,2050,7.63,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 5 ""Retail Gas Prices (real 2022 p/kWh)"", Central / Industrial, year 2050 = 2.8890 p/kWh; x 95.1068/100 (Table 19) then x 2.777778",high
import_price,coal,2050,6.36,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 6 ""Retail Coal Prices (real 2022 p/kWh)"", Central / Industrial, year 2050 = 2.4075 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Table 6 does not state a gross or net CV basis",medium
import_price,light_fuel_oil,2050,13.33,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 7 ""Retail Oil Prices (real 2022 p/litre)"", Central / Industrial (= Gas Oil, per the Table 12 heading), year 2050 = 54.1871 p/litre; x 95.1068/100 (Table 19), /100 to GBP/litre, x 1171 litres/tonne and / 45.286 GJ/tonne gross CV for ""Gas Oil"" from [GHG_CF_2026] sheet ""Fuel properties""",medium
export_price,electricity,2025,32.52,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2025 = 12.3086 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
export_price,electricity,2030,23.46,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2030 = 8.8813 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
export_price,electricity,2035,23.85,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2035 = 9.0280 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
export_price,electricity,2040,23.42,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2040 = 8.8658 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
export_price,electricity,2045,23.55,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2045 = 8.9150 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
export_price,electricity,2050,23.66,gbp_m_per_pj,"[GB_SUPP_TABLES_2023] Table 9 ""Electricity LRVC (real 2022 p/kWh)"", Central / Industrial, year 2050 = 8.9569 p/kWh; x 95.1068/100 (Table 19) then x 2.777778. Basis: the long-run variable cost of supply, i.e. the supply cost a unit of exported electricity avoids, excluding fixed network and policy costs. Strictly below import_price at every period written",high
carbon_price,,2021,244.47,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2021 = 257.05; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2025,259.70,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2025 = 273.06; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2030,280.09,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2030 = 294.50; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2035,302.08,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2035 = 317.62; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2040,325.79,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2040 = 342.55; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2045,350.97,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2045 = 369.02; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
carbon_price,,2050,378.09,gbp_per_t_co2e,"[GB_SUPP_TABLES_2023] Table 3 ""Carbon values and sensitivities 2010-2100, 2022 GBP/tCO2e"", Central, year 2050 = 397.54; rebased to 2021 prices x 95.1068/100 (Table 19 UK GDP deflator, 2022=100)",high
discount_rate,,,0.035,fraction,"[HMT_GREEN_BOOK_2026] paragraph 6.54: ""The discount rate used in the Green Book is known as the social time preference rate (STPR). It is set at 3.50% in real terms for years 1 to 30 of an appraisal. It is 3.00% for years 31 to 75, and then 2.50% for year 76 onwards."" A 2021-2050 horizon sits inside years 1-30",high
co2_transport_tariff,co2_captured,2021,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2025,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2030,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2035,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2040,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2045,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
co2_transport_tariff,co2_captured,2050,40.00,gbp_m_per_mt_co2,"SYNTHETIC - a stated assumption, not a published series. [OEUK_CCUS_2025] is cited for the Track-1 cluster transport-and-storage fee expected at start of operations; the central value is taken as GBP 40 per tonne CO2 and held flat across the horizon in 2021 prices. Added because infrastructure_scenario.csv leaves unit_tariff blank on all 63 co2_transport rows and there is no export_price for co2_captured, so without it the export of captured CO2 is free and the capture route is costless. Flat rather than a trajectory because no published trajectory exists: the number is an assumption and its weight belongs in a sensitivity, which note 21 section 4.4 reports at GBP 20, 40 and 60 per tonne. Unit is GBP m per Mt CO2, which is numerically GBP per tonne",low
