unit_id,unit_name,unit_class,spine,duty_family,process_id,fuel_carrier_id,grade_out,grade_in_max,capex,fixed_opex,lifetime,availability_factor,capacity_to_activity_factor,area_per_capacity,emissions_released,min_viable_scale,load_shape_override,is_hybrid,draws_ambient,provenance,confidence,provenance_ref
chp_gas_turbine,"Gas-turbine CHP, natural gas",generator,service,STM,,natural_gas,4,,47.8335,0.9733,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDCHPGT01 | [COMIT_WB_140] sheet Technologies, technology_code IFDCHPGT01/IISCHPGT01/IOICHPGT01... (n=7 sector copies, capex 1443.93-3377.49, median taken) | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_CT] section 3.1, gas turbine exhaust raises process steam ""as high as 1,200 psig and 900 F"", and the catalog's own cost basis is dry saturated steam at 150 psig, 186 C - band 4 (150-400 C). The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_gas_ccgt,"CCGT CHP, natural gas",generator,service,STM,,natural_gas,4,,45.6806,1.2103,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHCHPCCGT01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPCCGT01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_hydrogen_ccgt,"CCGT CHP, hydrogen",generator,service,STM,,hydrogen,4,,58.9231,1.6881,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDCHPCCGTH01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPCCGTH01/IFDCHPCCGTH01/IISCHPCCGTH01... (n=8 sector copies, capex 1858.43-1872.99, median taken) | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_hydrogen_fuelcell,"Fuel-cell CHP, hydrogen",generator,service,STM,,hydrogen,3,,250.1072,2.789,15,0.95,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IISCHPFCH01_2030 | [COMIT_WB_140] sheet Technologies, technology_code IISCHPFCH01_2030 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing"
chp_biomass_st,"Steam-turbine CHP, solid biomass",generator,service,STM,,solid_biomass,4,,152.072,9.7039,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDCHPBIOS01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPBIOS01/IFDCHPBIOS01/IISCHPBIOS01... (n=8 sector copies, capex 2486.64-9789.44, median taken) | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_coal_st,"Steam-turbine CHP, coal",generator,service,STM,,coal,4,,71.6247,1.7555,25,0.95,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHCHPCOA01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPCOA01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_lpg_ccgt,"CCGT CHP, LPG",generator,service,STM,,lpg,4,,45.6806,1.0259,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHCHPLPG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPLPG01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_biomethane_ccgt,"CCGT CHP, biomethane",generator,service,STM,,biomethane,4,,45.6806,1.2103,25,0.93,1,,1,,,FALSE,FALSE,proxy,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHCHPCCGT01 fuel commodity IND_NGABOM = gas + biomethane; carrier.csv splits INDMAINSBOM out | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPCCGT01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | PROXY: no COMIT row for this fuel; taken from the natural-gas CCGT; COMIT's IND_NGABOM is gas and biomethane together | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_bfg_gas_turbine,"Gas-turbine CHP, blast furnace gas",generator,service,STM,,blast_furnace_gas,4,,47.8335,0.9733,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IISCHPBFG01 | [COMIT_WB_140] sheet Technologies, technology_code IISCHPBFG01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_CT] section 3.1, gas turbine exhaust raises process steam ""as high as 1,200 psig and 900 F"", and the catalog's own cost basis is dry saturated steam at 150 psig, 186 C - band 4 (150-400 C). The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_cog_gas_turbine,"Gas-turbine CHP, coke oven gas",generator,service,STM,,coke_oven_gas,4,,47.8335,0.9733,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IISCHPCOG01 | [COMIT_WB_140] sheet Technologies, technology_code IISCHPCOG01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_CT] section 3.1, gas turbine exhaust raises process steam ""as high as 1,200 psig and 900 F"", and the catalog's own cost basis is dry saturated steam at 150 psig, 186 C - band 4 (150-400 C). The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
chp_byproduct_ccgt,"CCGT CHP, refinery and chemicals by-product fuel",generator,service,STM,,petroleum_products_misc,4,,45.6806,1.0259,25,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHCHPPRO01 | [COMIT_WB_140] sheet Technologies, technology_code ICHCHPPRO01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing | grade_out 4 (decided 2026-09-25 on PR #64, note 20 item 25), was 3: [EPA_CHP_ST] p4-2 and p4-7, a combined-cycle or back-pressure CHP supplies industrial process steam at 150-250 psig, 186-208 C (footnote 61) - band 4. The primary output stays heat_100_150, the band its coefficients were declared on; grade_out is the furthest band it can deliver (spec section 3.5)"
dryer_direct_gas,"Direct-fired dryer, natural gas",converter,service,DRY,,natural_gas,4,,6.5598,0.1312,25,0.9823,1,,1,,,FALSE,FALSE,bref,low,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYNGA01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYNGA01/ICRDRYNGA01/IFDDRYNGA01... (n=6 sector copies, capex 1.57-9.27, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Natural gas fired furnace': capex 193.00 GBP/kW, fixed opex 3.86 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 193.00 x 31709.8 x 1e-6 x 1.07187 = 6.5598 GBPm per PJ/yr. Replaces the COMIT value 1.5686 | PROXY within the source: the study has no dryer row; the gas-fired furnace is its nearest process-heating row"
dryer_direct_hydrogen,"Direct-fired dryer, hydrogen",converter,service,DRY,,hydrogen,4,,7.8854,0.15771,20,0.9823,1,,1,,,FALSE,FALSE,bref,low,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYHDG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYHDG01/ICRDRYHDG01/IFDDRYHDG01... (n=6 sector copies, capex 1.86-12.05, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row '100% H2 Fuel Heaters': capex 232.00 GBP/kW, fixed opex 4.64 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 232.00 x 31709.8 x 1e-6 x 1.07187 = 7.8854 GBPm per PJ/yr. Replaces the COMIT value 1.8554 | PROXY within the source: the study has no dryer row; the hydrogen-fired heater is its nearest process-heating row"
dryer_direct_biomass,"Direct-fired dryer, solid biomass",converter,service,DRY,,solid_biomass,4,,2.1243,0.04249,25,0.9123,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYBIOS01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYBIOS01/IFDDRYBIOS01/IOIDRYBIOS01... (n=5 sector copies, capex 10.12-13.49, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Direct Biomass Combustion': capex 62.50 GBP/kW, fixed opex 1.25 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 62.50 x 31709.8 x 1e-6 x 1.07187 = 2.1243 GBPm per PJ/yr. Replaces the COMIT value 10.1202 | PROXY within the source: the study has no dryer row; direct biomass combustion is its nearest row"
dryer_direct_coal,"Direct-fired dryer, coal",converter,service,DRY,,coal,4,,8.1614,0.61211,25,0.9707,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYHCO01 | [COMIT_WB_140] sheet Technologies, technology_code IFDDRYHCO01/IOIDRYHCO01/ITXDRYHCO01 (n=3 sector copies, capex 8.16-10.88, median taken)"
dryer_direct_lpg,"Direct-fired dryer, LPG",converter,service,DRY,,lpg,4,,1.5686,0.03137,25,0.9823,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYLPG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYLPG01/IFDDRYLPG01/IOIDRYLPG01... (n=5 sector copies, capex 1.57-2.28, median taken)"
dryer_electric,Electric dryer,converter,service,DRY,,electricity,4,,4.0786,0.08157,15,0.9862,1,,1,,,FALSE,FALSE,bref,low,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYELC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYELC01/ICRDRYELC01/IFDDRYELC01... (n=6 sector copies, capex 3.86-21.64, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Electric Process Heater': capex 120.00 GBP/kW, fixed opex 2.40 GBP/kW/yr, lifetime 15 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 120.00 x 31709.8 x 1e-6 x 1.07187 = 4.0786 GBPm per PJ/yr. Replaces the COMIT value 3.8571 | PROXY within the source: the study has no dryer row; the electric process heater is its nearest row"
dryer_heat_pump,Heat-pump dryer,converter,service,DRY,,electricity,4,,15.2949,0.3059,20,0.9808,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYELCHP01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYELCHP01/ICRDRYELCHP01/IFDDRYELCHP01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'CL Heat Pump': capex 450.00 GBP/kW, fixed opex 9.00 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 450.00 x 31709.8 x 1e-6 x 1.07187 = 15.2949 GBPm per PJ/yr. Replaces the COMIT value 25.4549 | PROXY within the source: the study has no heat-pump dryer row; the closed-loop heat pump is its nearest row"
dryer_steam,Steam-heated dryer,converter,service,DRY,,,3,,0,0,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDDRYSTM01 | [COMIT_WB_140] sheet Technologies, technology_code ICHDRYSTM01/IFDDRYSTM01/IOIDRYSTM01... | grade_out 3 and primary output heat_100_150, input heat_150_400 (decided 2026-09-26 on PR #64, note 20 item 64), were 4, heat_150_400 and heat_100_150: the COMIT row made hotter heat than it drew with no work input. A steam-heated dryer delivers below its steam: paper-machine drying cylinders run on steam up to about 75 psig, 160 C ([VOITH_US5379528]), and [BEIS_IFS2018] Table 6 puts steam-heated drying on high-pressure steam at 190-240 C in refining"
motor_elec,Electric motor drive,converter,service,MOT,,electricity,,,2.8679,0.0717,20,0.95,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[CARB3_WE_CEMENT] 1.11 unit table; [CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDMOTELC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHMOTELC01/ICRMOTELC01/IEEMOTELC01..."
chiller_electric,Electric refrigeration plant (HFC refrigerant),converter,service,REF,,electricity,2,,30.3413,0.23659,10,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDREFEHFC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHREFEHFC01/IFDREFEHFC01 (n=2 sector copies, capex 2.37-58.32, median taken) | grade_out 2 (note 22 Task 3, 2026-09-25): its coldest band is cooling_0_15, chilled water (spec section 3.5: the lowest cooling rank it reaches); [CARB3_WE_FOOD] puts this chiller on chilled water with no freezer store"
chiller_electric_hfo,Advanced electric refrigeration plant (HFO refrigerant),converter,service,REF,,electricity,2,,2.0174,0.20174,10,0.9,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHREFEHFO01 | [COMIT_WB_140] sheet Technologies, technology_code ICHREFEHFO01 | grade_out 2 (note 22 Task 3, 2026-09-25): its coldest band is cooling_0_15, chilled water (spec section 3.5: the lowest cooling rank it reaches); [CARB3_WE_FOOD] puts this chiller on chilled water with no freezer store"
chiller_electric_lt0,"Electric process chiller, sub-zero (medium-temperature, -8 C outlet)",converter,service,REF,,electricity,1,,30.3413,0.23659,10,0.9,1,,1,,,FALSE,FALSE,proxy,low,"Added note 22 Task 10, 2026-09-25 (Task 4): the cooling_lt0 band had no unit. grade_out 1: rated at a -8 C process-fluid outlet, the medium-temperature process chiller of Regulation (EU) 2015/1095 as summarised in [CIAT_ECODESIGN]. Costs are a proxy, copied from chiller_electric ([COMIT_WB_140] ICHREFEHFC01/IFDREFEHFC01): no source separates a sub-zero plant's capex, fixed opex or life from a chilled-water one's"
cooling_tower_wet,Open wet cooling tower with recirculating cooling water,converter,service,REF,,electricity,3,,6.4847,0.22696,20,0.9,1,,1,,,FALSE,TRUE,bref,low,"Added decided 2026-09-26 on PR #64 (note 20 item 62): the cooling_gt15 band had no unit. grade_out 3: an open recirculating system reaches a process end temperature of 27-36 C ([ICS_BREF2001] Table 2.1), ambient heat rejection above 15 C. Capex: [ICS_BREF2001] Annex X Table X.2, recirculating with open wet cooling tower, total investment 89-266 thousand EUR/MWth (1993-1995); midpoint 177.5 EUR/kWth, to pounds at 1.4493 ([ONS_THAP] 1997, the series' first year: no 1995 euro rate exists) and 1995 to 2021 by 95.1126/56.9617 (COMIT gdp_deflators): 204.50 GBP/kW x 31709.8 kW per PJ/yr. Fixed opex: maintenance 3.5% of the investment (Table X.2 note 5). Lifetime 20 yr: [ASHRAE_LIFE], cooling towers, galvanized metal. availability_factor 0.9 is chiller_electric's, a proxy: no source gives one. draws_ambient TRUE: the heat goes to ambient air by evaporation. Confidence low: 1990s Dutch costs, converted across a gap of two years in the exchange rate"
generic_process_gas,"Other process energy service, natural gas",converter,service,OTH,,natural_gas,,,4.4022,0.08973,25,0.9823,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHNGA01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHNGA01/ICNOTHNGA01/ICROTHNGA01... (n=10 sector copies, capex 1.57-4.49, median taken)"
generic_process_hydrogen,"Other process energy service, hydrogen",converter,service,OTH,,hydrogen,,,5.6571,0.16993,25,0.9823,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHHDG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHHDG01/ICNOTHHDG01/ICROTHHDG01... (n=10 sector copies, capex 1.86-5.70, median taken)"
generic_process_biomass,"Other process energy service, solid biomass",converter,service,OTH,,solid_biomass,,,16.8669,1.26502,25,0.9123,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHBIOS01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHBIOS01/ICNOTHBIOS01/ICROTHBIOS01... (n=10 sector copies, capex 9.69-20.24, median taken)"
generic_process_coal,"Other process energy service, coal",converter,service,OTH,,coal,,,16.3228,1.22421,25,0.9707,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHHCO01 | [COMIT_WB_140] sheet Technologies, technology_code ICNOTHHCO01/IEEOTHHCO01/IFDOTHHCO01... (n=7 sector copies, capex 8.16-16.32, median taken)"
generic_process_lpg,"Other process energy service, LPG",converter,service,OTH,,lpg,,,4.3178,0.08973,25,0.9823,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHLPG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHLPG01/ICNOTHLPG01/IEEOTHLPG01... (n=9 sector copies, capex 1.57-4.49, median taken)"
generic_process_elec,"Other process energy service, electricity",converter,service,OTH,,electricity,,,5.2678,0.01939,25,0.9862,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHELC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHELC01/ICNOTHELC01/ICROTHELC01... (n=10 sector copies, capex 3.86-5.61, median taken)"
generic_process_steam,"Other process energy service, site steam",converter,service,OTH,,,,,0,0,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDOTHSTM01 | [COMIT_WB_140] sheet Technologies, technology_code ICHOTHSTM01/IFDOTHSTM01/IOIOTHSTM01..."
electrolyser_alkaline,Alkaline electrolyser,converter,service,EN,,electricity,,,41.8093,1.03973,30,0.95,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGEYALSL01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGEYALSL01"
electrolyser_pem,PEM electrolyser,converter,service,EN,,electricity,,,46.6254,1.22505,30,0.95,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGEYSL01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGEYSL01"
electrolyser_soec,Solid-oxide electrolyser,converter,service,EN,,electricity,,,34.8692,1.56894,30,0.93,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGEYSOEL01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGEYSOEL01"
smr_gas_ccs,Steam methane reformer with CCS,converter,service,EN,,natural_gas,,,39.9723,1.20217,40,0.95,1,,0.1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGNGALQ01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGNGALQ01"
atr_gas_ccs,Autothermal reformer with CCS,converter,service,EN,,natural_gas,,,39.1895,1.46961,40,0.95,1,,0.1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGNGALQ02 | [COMIT_WB_140] sheet Technologies, technology_code PHYGNGALQ02"
gasifier_biomass_ccs,Biomass gasifier with CCS,converter,service,EN,,wood_pellets,,,40.2058,1.70875,25,0.9,1,,0.1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGBPELQ01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGBPELQ01"
gasifier_coal_ccs,Coal gasifier with CCS,converter,service,EN,,coal,,,63.0389,3.15195,25,0.9,1,,0.1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PHYGCOAQ01 | [COMIT_WB_140] sheet Technologies, technology_code PHYGCOAQ01"
rolling_mill_reheat_gas,"Caster and hot rolling mill, natural gas reheat",converter,service,HRS,hot_rolling_mill,natural_gas,,,258.5293,6.46323,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IISCASHRM01 | [COMIT_WB_140] sheet Technologies, technology_code IISCASHRM01"
rolling_mill_reheat_hydrogen,"Caster and hot rolling mill, hydrogen reheat",converter,service,HRS,hot_rolling_mill,hydrogen,,,336.0881,8.4022,20,0.9,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IISCASHRHYM01 | [COMIT_WB_140] sheet Technologies, technology_code IISCASHRHYM01"
refinery_process_heat_gas,"Refinery process-heat CCGT, natural gas",generator,service,PHEAT,other_units,natural_gas,4,,45.6805,1.0259,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code PCHP-CCP01 | [COMIT_WB_140] sheet Technologies, technology_code PCHP-CCP01 | basis: COMIT rates it in GW of output, CaRB3 in PJ/yr; capex / 31.54, because capacity is a full-output rating and the availability factor does not enter the rebasing"
non_energy_use_feedstock,"Non-energy fuel use (feedstock), fossil",converter,service,NEUOTH,,petroleum_products_misc,,,0,0,100,1,1,,1,,,FALSE,FALSE,comit_reuse,high,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICHNEUOTH01 | [COMIT_WB_140] sheet Technologies, technology_code ICHNEUOTH01"
kiln_dry_coal,"Dry preheater clinker kiln, coal (COMIT ICMKLND01)",converter,chemistry,,kiln_pyroprocessing,coal,,,114.7832,4.01633,30,0.913,1,,1,,,FALSE,FALSE,comit_reuse,high,"[CARB3_WE_CEMENT] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICMKLND01 | [COMIT_WB_140] sheet Technologies, technology_code ICMKLND01"
kiln_dry_gas,"Dry preheater clinker kiln, natural gas (COMIT ICMKLND01)",converter,chemistry,,kiln_pyroprocessing,natural_gas,,,114.7832,4.01633,30,0.913,1,,1,,,FALSE,FALSE,comit_reuse,high,"[CARB3_WE_CEMENT] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICMKLND01 | [COMIT_WB_140] sheet Technologies, technology_code ICMKLND01"
kiln_dry_wdf,"Dry preheater clinker kiln, waste-derived fuel (COMIT ICMKLND01)",converter,chemistry,,kiln_pyroprocessing,waste_derived_fuel,,,114.7832,4.01633,30,0.913,1,,1,,,FALSE,FALSE,comit_reuse,high,"[CARB3_WE_CEMENT] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code ICMKLND01 | [COMIT_WB_140] sheet Technologies, technology_code ICMKLND01"
