technology_code,technology_name,sector,technology_category,output_commodity,carrier_id,unit_type,abatement,disposition,unit_id,fuel_carrier_id,reason,notes
ICNOTHHDG01,Generic process technology for other energy services based on hydrogen,Construction,Hydrogen,ICNOTH,hydrogen,generic_process,,collapsed,generic_process_hydrogen,hydrogen,Per-sector copy of the OTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEHTHBIOS01,High-temperature heat technology based on solid biomass (boiler),Electrical engineering,Biomass,IEEHTH,solid_biomass,furnace,,collapsed,furnace_ht_biomass,solid_biomass,Per-sector copy of the HTH duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEHTHHCO01,High-temperature heat technology based on coal (boiler),Electrical engineering,Coal,IEEHTH,coal,furnace,,collapsed,furnace_ht_coal,coal,Per-sector copy of the HTH duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEHTHLPG01,High-temperature heat technology based on liquified petroleum gas (boiler),Electrical engineering,Oil,IEEHTH,lpg,furnace,,collapsed,furnace_ht_lpg,lpg,Per-sector copy of the HTH duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEHTHNGA01,High-temperature heat technology based on natural gas / biomethane (boiler),Electrical engineering,Natural gas,IEEHTH,natural_gas,furnace,,collapsed,furnace_ht_gas,natural_gas,Per-sector copy of the HTH duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHBIOS01,Low-temperature heat  technology based on solid biomass (boiler),Electrical engineering,Biomass,IEELTH,solid_biomass,boiler,,collapsed,boiler_lt_biomass,solid_biomass,Per-sector copy of the LTH duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHHCO01,Low-temperature heat  technology based on coal (boiler),Electrical engineering,Coal,IEELTH,coal,boiler,,collapsed,boiler_lt_coal,coal,Per-sector copy of the LTH duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHLPG01,Low-temperature heat  technology based on liquified petroleum gas (boiler),Electrical engineering,Oil,IEELTH,lpg,boiler,,collapsed,boiler_lt_lpg,lpg,Per-sector copy of the LTH duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHNGA01,Low-temperature heat  technology based on natural gas (boiler),Electrical engineering,Natural gas,IEELTH,natural_gas,boiler,,collapsed,boiler_lt_gas,natural_gas,Per-sector copy of the LTH duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHBIOS01,Generic process technology for other energy services based on solid biomass,Electrical engineering,Biomass,IEEOTH,solid_biomass,generic_process,,collapsed,generic_process_biomass,solid_biomass,Per-sector copy of the OTH duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHHCO01,Generic process technology for other energy services based on coal,Electrical engineering,Coal,IEEOTH,coal,generic_process,,collapsed,generic_process_coal,coal,Per-sector copy of the OTH duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHLPG01,Generic process technology for other energy services based on liquified petroleum gas,Electrical engineering,Oil,IEEOTH,lpg,generic_process,,collapsed,generic_process_lpg,lpg,Per-sector copy of the OTH duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHNGA01,Generic process technology for other energy services based on natural gas / biomethane,Electrical engineering,Natural gas,IEEOTH,natural_gas,generic_process,,collapsed,generic_process_gas,natural_gas,Per-sector copy of the OTH duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCBIOS01,Low-temperature space heat technology based on solid biomass (boiler),Electrical engineering,Biomass,IEESPC,solid_biomass,boiler,,collapsed,boiler_spc_biomass,solid_biomass,Per-sector copy of the SPC duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCHCO01,Low-temperature space heat  technology based on coal (boiler),Electrical engineering,Coal,IEESPC,coal,boiler,,collapsed,boiler_spc_coal,coal,Per-sector copy of the SPC duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCLPG01,Low-temperature space heat technology based on liquified petroleum gas (boiler),Electrical engineering,Oil,IEESPC,lpg,boiler,,collapsed,boiler_spc_lpg,lpg,Per-sector copy of the SPC duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCNGA01,Low-temperature space heat technology based on natural gas (boiler),Electrical engineering,Natural gas,IEESPC,natural_gas,boiler,,collapsed,boiler_spc_gas,natural_gas,Per-sector copy of the SPC duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEE01,"Demand technology (not an actual technology only transforms energy services (IEEHTH, IEELTH, IEEMOT, IEEOTH, IEESPC) into final demand commodity (IEE))",Electrical engineering,Standard_FF,IEE,,demand,,dropped,,,"Dropped: COMIT demand technology. It converts a sector's energy-service commodities into the sector demand commodity, has no fuel input (emitting_fuel_commodities is empty) and no cost or capacity. The data migration's Group A excludes the sector-level demand commodities explicitly. V1b (parity against the frozen R run) compares nothing through it.",
IEEHTHELC01,High-temperature heat technology based on electricity (boiler),Electrical engineering,Electricity,IEEHTH,electricity,furnace,,collapsed,furnace_ht_elec,electricity,Per-sector copy of the HTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEHTHHDG01,High-temperature heat technology based on hydrogen (boiler),Electrical engineering,Hydrogen,IEEHTH,hydrogen,furnace,,collapsed,furnace_ht_hydrogen,hydrogen,Per-sector copy of the HTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHELC01,Low-temperature heat  technology based on electricity (boiler),Electrical engineering,Electricity,IEELTH,electricity,resistance_heater,,collapsed,resistance_heater_lt,electricity,Per-sector copy of the LTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHELCHP01,Low-temperature heat  technology based on heat pump,Electrical engineering,Heat pump,IEELTH,electricity,heat_pump,,collapsed,heat_pump_lt_air,electricity,Per-sector copy of the LTH duty served by category `Heat pump`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEELTHHDG01,Low-temperature heat  technology based on hydrogen (boiler),Electrical engineering,Hydrogen,IEELTH,hydrogen,boiler,,collapsed,boiler_lt_hydrogen,hydrogen,Per-sector copy of the LTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEMOTELC01,Electric motor technology,Electrical engineering,Electricity,IEEMOT,electricity,motor,,collapsed,motor_elec,electricity,Per-sector copy of the MOT duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHELC01,Generic process technology for other energy services based on electricity,Electrical engineering,Electricity,IEEOTH,electricity,generic_process,,collapsed,generic_process_elec,electricity,Per-sector copy of the OTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEEOTHHDG01,Generic process technology for other energy services based on hydrogen,Electrical engineering,Hydrogen,IEEOTH,hydrogen,generic_process,,collapsed,generic_process_hydrogen,hydrogen,Per-sector copy of the OTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCELC01,Low-temperature space heat  technology based on electricity (boiler),Electrical engineering,Electricity,IEESPC,electricity,resistance_heater,,collapsed,resistance_heater_spc,electricity,Per-sector copy of the SPC duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCELCHP01,Low-temperature space heat technology based on heat pump,Electrical engineering,Heat pump,IEESPC,electricity,heat_pump,,collapsed,heat_pump_spc_air,electricity,Per-sector copy of the SPC duty served by category `Heat pump`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IEESPCHDG01,Low-temperature space heat  technology based on hydrogen (boiler),Electrical engineering,Hydrogen,IEESPC,hydrogen,boiler,,collapsed,boiler_spc_hydrogen,hydrogen,Per-sector copy of the SPC duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDCHPBIOS01,Steam turbine CHP based on solid biomass,Food & drink,Biomass,IFDSTM,solid_biomass,chp,,collapsed,chp_biomass_st,solid_biomass,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IFDCHPGT01,Gas turbine CHP based on natural gas,Food & drink,Natural gas,IFDSTM,natural_gas,chp,,collapsed,chp_gas_turbine,natural_gas,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYBIOS01,Drying / separation technology based on solid biomass,Food & drink,Biomass,IFDDRY,solid_biomass,dryer,,collapsed,dryer_direct_biomass,solid_biomass,Per-sector copy of the DRY duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYHCO01,Drying / separation technology based on coal,Food & drink,Coal,IFDDRY,coal,dryer,,collapsed,dryer_direct_coal,coal,Per-sector copy of the DRY duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYLPG01,Drying / separation technology based on liquified petroleum gas,Food & drink,Oil,IFDDRY,lpg,dryer,,collapsed,dryer_direct_lpg,lpg,Per-sector copy of the DRY duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYNGA01,Drying / separation technology based on natural gas,Food & drink,Natural gas,IFDDRY,natural_gas,dryer,,collapsed,dryer_direct_gas,natural_gas,Per-sector copy of the DRY duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHBIOS01,Low-temperature heat  technology based on solid biomass (boiler),Food & drink,Biomass,IFDLTH,solid_biomass,boiler,,collapsed,boiler_lt_biomass,solid_biomass,Per-sector copy of the LTH duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHHCO01,Low-temperature heat  technology based on coal (boiler),Food & drink,Coal,IFDLTH,coal,boiler,,collapsed,boiler_lt_coal,coal,Per-sector copy of the LTH duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHLPG01,Low-temperature heat  technology based on liquified petroleum gas (boiler),Food & drink,Oil,IFDLTH,lpg,boiler,,collapsed,boiler_lt_lpg,lpg,Per-sector copy of the LTH duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHNGA01,Low-temperature heat  technology based on natural gas (boiler),Food & drink,Natural gas,IFDLTH,natural_gas,boiler,,collapsed,boiler_lt_gas,natural_gas,Per-sector copy of the LTH duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHBIOS01,Generic process technology for other energy services based on solid biomass,Food & drink,Biomass,IFDOTH,solid_biomass,generic_process,,collapsed,generic_process_biomass,solid_biomass,Per-sector copy of the OTH duty served by category `Biomass`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHHCO01,Generic process technology for other energy services based on coal,Food & drink,Coal,IFDOTH,coal,generic_process,,collapsed,generic_process_coal,coal,Per-sector copy of the OTH duty served by category `Coal`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHLPG01,Generic process technology for other energy services based on liquified petroleum gas,Food & drink,Oil,IFDOTH,lpg,generic_process,,collapsed,generic_process_lpg,lpg,Per-sector copy of the OTH duty served by category `Oil`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHNGA01,Generic process technology for other energy services based on natural gas / biomethane,Food & drink,Natural gas,IFDOTH,natural_gas,generic_process,,collapsed,generic_process_gas,natural_gas,Per-sector copy of the OTH duty served by category `Natural gas`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFD01,"Demand technology (not an actual technology only transforms energy services (IFDDRY, IFDLTH, IFDMOT, IFDREF, IFDOTH) into final demand commodity (IFD))",Food & drink,Standard_FF,IFD,,demand,,dropped,,,"Dropped: COMIT demand technology. It converts a sector's energy-service commodities into the sector demand commodity, has no fuel input (emitting_fuel_commodities is empty) and no cost or capacity. The data migration's Group A excludes the sector-level demand commodities explicitly. V1b (parity against the frozen R run) compares nothing through it.",
IFDCHPCCGTH01,CCGT CHP based on hydrogen,Food & drink,Hydrogen,IFDSTM,hydrogen,chp,,collapsed,chp_hydrogen_ccgt,hydrogen,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYELC01,Drying / separation technology based on electricity,Food & drink,Electricity,IFDDRY,electricity,dryer,,collapsed,dryer_electric,electricity,Per-sector copy of the DRY duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYELCHP01,Drying / separation technology based on heat pump,Food & drink,Heat pump,IFDDRY,electricity,heat_pump,,collapsed,dryer_heat_pump,electricity,Per-sector copy of the DRY duty served by category `Heat pump`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYHDG01,Drying / separation technology based on hydrogen,Food & drink,Hydrogen,IFDDRY,hydrogen,dryer,,collapsed,dryer_direct_hydrogen,hydrogen,Per-sector copy of the DRY duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDDRYSTM01,"Drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)",Food & drink,Steam,IFDDRY,,dryer,,collapsed,dryer_steam,,"Per-sector copy of the DRY duty served by category `Steam`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel). carrier_id is deliberately blank: COMIT's `Steam` is heat-from-CHP, which carrier.csv represents as six graded heat bands, and the source row states no grade. Per convention 1 a blank beats a guess, and unit.csv leaves this unit's fuel_carrier_id blank for the same reason.",
IFDLTHELC01,Low-temperature heat  technology based on electricity (boiler),Food & drink,Electricity,IFDLTH,electricity,resistance_heater,,collapsed,resistance_heater_lt,electricity,Per-sector copy of the LTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHELCHP01,Low-temperature heat  technology based on heat pump,Food & drink,Heat pump,IFDLTH,electricity,heat_pump,,collapsed,heat_pump_lt_air,electricity,Per-sector copy of the LTH duty served by category `Heat pump`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHHDG01,Low-temperature heat  technology based on hydrogen (boiler),Food & drink,Hydrogen,IFDLTH,hydrogen,boiler,,collapsed,boiler_lt_hydrogen,hydrogen,Per-sector copy of the LTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDLTHSTM01,"Low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)",Food & drink,Steam,IFDLTH,,heat_exchanger,,collapsed,heat_exchanger_lt_steam,,"Per-sector copy of the LTH duty served by category `Steam`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel). carrier_id is deliberately blank: COMIT's `Steam` is heat-from-CHP, which carrier.csv represents as six graded heat bands, and the source row states no grade. Per convention 1 a blank beats a guess, and unit.csv leaves this unit's fuel_carrier_id blank for the same reason.",
IFDMOTELC01,Electric motor technology,Food & drink,Electricity,IFDMOT,electricity,motor,,collapsed,motor_elec,electricity,Per-sector copy of the MOT duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHELC01,Generic process technology for other energy services based on electricity,Food & drink,Electricity,IFDOTH,electricity,generic_process,,collapsed,generic_process_elec,electricity,Per-sector copy of the OTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHHDG01,Generic process technology for other energy services based on hydrogen,Food & drink,Hydrogen,IFDOTH,hydrogen,generic_process,,collapsed,generic_process_hydrogen,hydrogen,Per-sector copy of the OTH duty served by category `Hydrogen`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDOTHSTM01,"Generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)",Food & drink,Steam,IFDOTH,,generic_process,,collapsed,generic_process_steam,,"Per-sector copy of the OTH duty served by category `Steam`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel). carrier_id is deliberately blank: COMIT's `Steam` is heat-from-CHP, which carrier.csv represents as six graded heat bands, and the source row states no grade. Per convention 1 a blank beats a guess, and unit.csv leaves this unit's fuel_carrier_id blank for the same reason.",
IFDREFEHFC01,Refrigeration technology,Food & drink,Electricity,IFDREF,electricity,chiller,,collapsed,chiller_electric,electricity,Per-sector copy of the REF duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IFDSTMHP01,Steam generation by heat pump,Food & drink,Heat pump,IFDSTM,electricity,heat_pump,,collapsed,heat_pump_ht,electricity,Per-sector copy of the STM duty served by category `Heat pump`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IGLKLNELC,Electric cold-top furnace,Glass,Electricity,IGLMRG,electricity,furnace,,preserved,glass_furnace_elec,electricity,"Chemistry node, electric cold-top furnace.",
IGLKLNHYD,Hydrogen furnace with electric boosting,Glass,Hydrogen,IGLMRG,hydrogen,furnace,,preserved,glass_furnace_hydrogen,hydrogen,Chemistry node. Hydrogen furnace with electric boosting; emitting_fuel_commodities lists only INDDISTELC because hydrogen combustion is not an emitting fuel. unit.csv binds hydrogen.,
IGLKLN,Regenerative end-port furnace with electric boosting,Glass,Electricity,IGLMRG,natural_gas,furnace,,preserved,glass_furnace_gas,natural_gas,Chemistry node. Regenerative end-port furnace with electric boosting; unit.csv binds the primary carrier natural_gas under D13 (one primary carrier per unit).,
IGLHTHNGA,High-temperature heat technology based on natural gas / biomethane (boiler),Glass,Standard_FF,IGLHTH,natural_gas,furnace,,collapsed,furnace_ht_gas,natural_gas,A2: `Standard_FF` on 'High-temperature heat technology based on natural gas / biomethane (boiler)'; IND_NGABOM present. Collapses into the HTH service spine.,
IGL01,Demand technology (not an actual technology only transforms energy services) for the glass sector,Glass,Standard_FF,IGL,,demand,,dropped,,,"Dropped: COMIT demand technology. It converts a sector's energy-service commodities into the sector demand commodity, has no fuel input (emitting_fuel_commodities is empty) and no cost or capacity. The data migration's Group A excludes the sector-level demand commodities explicitly. V1b (parity against the frozen R run) compares nothing through it.",
IGLHTHELC,High-temperature heat technology based on electricity (boiler),Glass,Electricity,IGLHTH,electricity,furnace,,collapsed,furnace_ht_elec,electricity,Per-sector copy of the HTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
IGLOTH,Generic process technology for other energy services based on electricity,Glass,Electricity,IGLOTH,electricity,generic_process,,collapsed,generic_process_elec,electricity,Per-sector copy of the OTH duty served by category `Electricity`; collapses into the service spine unit under D13 (a unit is family-or-node x fuel).,
PHYGNGALQ01,"Natural gas steam reforming, with CCS",Hydrogen,CCS,HYGEN,natural_gas,reformer,ccs,preserved,smr_gas_ccs,natural_gas,"CCS category. Hydrogen production, EN duty family. emitting_fuel_commodities is empty and the row is classed A_pure_process: the reformer's natural gas is feedstock, so its carbon books as process CO2 (65.95 kt/unit). The carrier comes from the name and from unit.csv's binding.",emitting_fuel_commodities is empty because the feedstock carbon is in process_co2_kt_per_unit
PHYGNGALQ02,"Natural gas steam reforming ATR, with CCS",Hydrogen,CCS,HYGEN,natural_gas,reformer,ccs,preserved,atr_gas_ccs,natural_gas,"CCS category. Hydrogen production, EN duty family. As PHYGNGALQ01: A_pure_process, and emitting_fuel_commodities lists only INDDISTELC (the auxiliary electricity), not the gas feedstock whose carbon is in process_co2_kt_per_unit (56.59 kt/unit).",emitting_fuel_commodities omits the gas feedstock; its carbon is in process_co2_kt_per_unit
PHYGCOAQ01,"Coal gasification, with CCS",Hydrogen,CCS,HYGEN,coal,gasifier,ccs,preserved,gasifier_coal_ccs,coal,"CCS category. emitting_fuel_commodities says INDMAINSGAS, not coal, but that is not a conflict: a gasifier's feedstock carbon books as process CO2 (109.32 kt/unit here), so the coal never appears as an emitting fuel, and the mains gas is a real auxiliary burner (5.64 kt/unit direct). The headline fuel is the feedstock, which unit.csv binds as coal.",emitting_fuel_commodities names combustion fuels only; this unit's feedstock carbon is in process_co2_kt_per_unit
PHYGBPELQ01,"Biomass gasification, with CCS",Hydrogen,CCS,HYGEN,wood_pellets,gasifier,ccs,preserved,gasifier_biomass_ccs,wood_pellets,"CCS category. INDPELL -> wood_pellets, matching unit.csv.",
PHYGEYALSL01,Electrolysis - alkaline,Hydrogen,Electricity,HYGEN,electricity,electrolyser,,preserved,electrolyser_alkaline,electricity,"Hydrogen production, EN duty family.",
PHYGEYSL01,Proton exchange membrane,Hydrogen,Electricity,HYGEN,electricity,electrolyser,,preserved,electrolyser_pem,electricity,"Hydrogen production, EN duty family.",
PHYGEYSOEL01,Electrolysis - Solid Oxide Electrolyser,Hydrogen,Electricity,HYGEN,electricity,electrolyser,,preserved,electrolyser_soec,electricity,"Hydrogen production, EN duty family.",
IISBOXFUR01,"Basic oxygen furnace, standard",Iron & steel,Standard_FF,IISLST,coke_oven_gas,bof_converter,,preserved,bof_converter_cog,coke_oven_gas,"A2: `Standard_FF` on the basic oxygen furnace; INDCOG present, unit.csv binds coke_oven_gas.",
IISSINTER01,"Sinter plant, standard",Iron & steel,Standard_FF,IISSNT,coke,sinter_plant,,preserved,sinter_plant_coke,coke,"A2: `Standard_FF` on the sinter plant; INDCOK present, unit.csv binds coke.",
IISCASHRHYM01,"Hydrogen Caster & hot rolling mill, standard",Iron & steel,Hydrogen,IISHRS,hydrogen,rolling_mill,,preserved,rolling_mill_reheat_hydrogen,hydrogen,"Service spine, HRS duty family, hydrogen variant.",
IISELAFUR01,"Electric arc furnace, standard",Iron & steel,Electricity,IISLST,electricity,eaf,,preserved,eaf_elec,electricity,"Chemistry node, electric arc furnace.",
IISCASHRM01,"Caster & hot rolling mill, standard",Iron & steel,Natural gas,IISHRS,natural_gas,rolling_mill,,preserved,rolling_mill_reheat_gas,natural_gas,"Service spine, HRS duty family (caster and hot rolling mill reheat).",
IISBLAFUR01,"Blast furnace, standard",Iron & steel,Standard_FF,IISPIR,coke,blast_furnace,,preserved,blast_furnace_coke,coke,"A2: `Standard_FF` on 'Blast furnace, standard'. emitting_fuel_commodities carries INDCOK and INDCOACOK; unit.csv binds coke.",
IISBOIBIOS01,Biomass boiler,Iron & steel,Biomass,IISLTH,solid_biomass,boiler,,collapsed,boiler_lt_biomass,solid_biomass,Iron & steel copy of the LTH biomass boiler; collapses into the service spine unit.,
IISBOICOG01,Coke oven gas boiler for low temperature heat (boiler),Iron & steel,Standard_FF,IISLTH,coke_oven_gas,boiler,,unmapped,,,"A2: `Standard_FF` on a coke oven gas boiler. carrier.csv has coke_oven_gas, but unit.csv has no LTH boiler bound to it -- only chp_cog_gas_turbine. Requested in DONE_lineage.md.",
IISBOINGA01,Natural gas boiler for low temperature heat (boiler),Iron & steel,Natural gas,IISLTH,natural_gas,boiler,,collapsed,boiler_lt_gas,natural_gas,Iron & steel copy of the LTH gas boiler; collapses into the service spine unit.,
IISCHPBIOS01,Steam turbine CHP based on solid biomass,Iron & steel,Biomass,IISLTH,solid_biomass,chp,,collapsed,chp_biomass_st,solid_biomass,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IISCHPCOG01,Gas turbine CHP based on coke oven gas,Iron & steel,Standard_FF,IISLTH,coke_oven_gas,chp,,preserved,chp_cog_gas_turbine,coke_oven_gas,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IISCHPGT01,Gas turbine CHP based on natural gas,Iron & steel,Natural gas,IISLTH,natural_gas,chp,,collapsed,chp_gas_turbine,natural_gas,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IISFINPRO01,Downstream process (energy use to produce finished steel from hot rolled steel),Iron & steel,Standard_FF,IIS,natural_gas,generic_process,,unmapped,,,"A2: `Standard_FF` on downstream steel finishing. Real energy-consuming plant (IND_NGABOM;INDDISTELC), but unit.csv has no finishing unit and its output_commodity IIS is the sector demand commodity. Requested in DONE_lineage.md.",
IISHISAR01,HISarna blast furnace,Iron & steel,Standard_FF,IISPIR,coal,blast_furnace,,preserved,hisarna_coal,coal,"A2: `Standard_FF` on HISarna, which is a coal-direct smelter; INDCOA present and unit.csv binds coal (no INDCOK, unlike the blast furnaces).",
IISHISARQ01,HISarna blast furnace CCS,Iron & steel,CCS,IISPIR,coal,blast_furnace,ccs,collapsed,ccs_amine_ironmaking,natural_gas,"CCS category. unit.csv names both IISHISARQ01 and IISTGRBFQ01 in ccs_amine_ironmaking's provenance_ref, so two source rows share one unit.","A1 splits this source row's own fuel as coal, but the unit it maps to binds natural_gas. The two differ legitimately: the source technology is the host plant, the unit is the bolt-on, and they burn different fuels. V1b must compare energy on the unit's binding (natural_gas), not on this column."
IISMIDREX01,MIDREX direct reduced iron,Iron & steel,Standard_FF,IISLST,natural_gas,dri_shaft,,preserved,dri_midrex_gas,natural_gas,"A2: `Standard_FF` on MIDREX direct reduced iron; IND_NGABOM present, unit.csv binds natural_gas.",
IISULCOREDQ01,ULCORED direct reduced iron CCS,Iron & steel,CCS,IISLST,natural_gas,dri_shaft,ccs,preserved,ccs_amine_dri,natural_gas,CCS category. ULCORED direct reduced iron with CCS; abates_unit_id resolves to dri_midrex_gas.,
IISTGRBFQ01,Top-gas recovery blast furnace with CCS,Iron & steel,CCS,IISPIR,coke,blast_furnace,ccs,collapsed,ccs_amine_ironmaking,natural_gas,CCS category. Shares ccs_amine_ironmaking with IISHISARQ01 per that unit's provenance_ref.,"A1 splits this source row's own fuel as coke, but the unit it maps to binds natural_gas. The two differ legitimately: the source technology is the host plant, the unit is the bolt-on, and they burn different fuels. V1b must compare energy on the unit's binding (natural_gas), not on this column."
IISTGRBF01,Top-gas recovery blast furnace,Iron & steel,Standard_FF,IISPIR,coke,blast_furnace,,preserved,tgr_blast_furnace_coke,coke,"A2: `Standard_FF` on the top-gas recovery blast furnace; INDCOK present, unit.csv binds coke.",
IISBOIBFG01,Blast furnace gas boiler for low temperature heat (boiler),Iron & steel,Standard_FF,IISLTH,blast_furnace_gas,boiler,,unmapped,,,"A2: `Standard_FF` on a blast furnace gas boiler. carrier.csv has blast_furnace_gas, but unit.csv has no LTH boiler bound to it -- only chp_bfg_gas_turbine. Requested in DONE_lineage.md.",
IISBOIHYG01,Hydrogen boiler for low temperature heat (boiler),Iron & steel,Hydrogen,IISLTH,hydrogen,boiler,,collapsed,boiler_lt_hydrogen,hydrogen,Iron & steel copy of the LTH hydrogen boiler; collapses into the service spine unit.,
IISCHPBFG01,Gas turbine CHP based on blast furnace gas,Iron & steel,Standard_FF,IISLTH,blast_furnace_gas,chp,,preserved,chp_bfg_gas_turbine,blast_furnace_gas,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IISCHPCCGTH01,CCGT CHP based on hydrogen,Iron & steel,Hydrogen,IISLTH,hydrogen,chp,,collapsed,chp_hydrogen_ccgt,hydrogen,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
IISCHPFCH01_2030,Hydrogen fuel cell CHP (lower cost),Iron & steel,Hydrogen,IISLTH,hydrogen,chp,,preserved,chp_hydrogen_fuelcell,hydrogen,Per-sector copy of a CHP archetype; collapses into the STM service spine unit under D13 (a unit is family-or-node x fuel).,
