carb3_activity,shape_id,process_id,shape_class,duty_factor,peak_to_mean,runs_when_idle,seasonality,provenance,confidence
Coking and Carbonising Plant,coking_and_carbonising_plant__coal_handling_preparation,coal_handling_preparation,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('coal crushers; blending bunkers; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Coking and Carbonising Plant,coking_and_carbonising_plant__oven_battery_carbonisation,oven_battery_carbonisation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('coke oven battery; underfiring flues; charging/pushing machines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Coking and Carbonising Plant,coking_and_carbonising_plant__coke_quenching_handling,coke_quenching_handling,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('quench tower/car; coke screens; wharf conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Coking and Carbonising Plant,coking_and_carbonising_plant__byproduct_plant,byproduct_plant,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('COG exhausters; ammonia stills; tar decanters; cooling systems') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Coking and Carbonising Plant,coking_and_carbonising_plant__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors; lighting; control rooms') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Concrete Block Works,concrete_block_works__aggregate_handling,aggregate_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('aggregate bins; belt conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Block Works,concrete_block_works__batching_mixing,batching_mixing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pan mixers; weigh batchers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Concrete Block Works,concrete_block_works__block_machine_pressing,block_machine_pressing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('block machine; vibrating table/mould; hydraulic power pack') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Block Works,concrete_block_works__curing_kilns,curing_kilns,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('curing kilns/chambers; steam or hot-water boiler') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Concrete Block Works,concrete_block_works__cubing_packaging,cubing_packaging,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('cuber; splitters; strapping/wrapping') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Block Works,concrete_block_works__mobile_plant,mobile_plant,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('forklifts; wheel loaders') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Block Works,concrete_block_works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('compressed air; lighting; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Concrete Product Works,concrete_product_works__batching_mixing,batching_mixing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pan/planetary mixers; weigh batchers; cement silos') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Concrete Product Works,concrete_product_works__forming_casting_vibration,forming_casting_vibration,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('moulds/forms; vibration tables; screeds/trowels') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Product Works,concrete_product_works__curing,curing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boiler; curing chambers; hot water circuits') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Concrete Product Works,concrete_product_works__stripping_handling_cranes,stripping_handling_cranes,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('overhead cranes; gantries; stripping equipment') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Product Works,concrete_product_works__mobile_plant_trucks,mobile_plant_trucks,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('forklifts; wheel loaders; yard trucks') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete Product Works,concrete_product_works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('building heating; compressed air; lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Concrete batching plant,concrete_batching_plant__aggregate_handling_conveying,aggregate_handling_conveying,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('aggregate bins; belt conveyors; skip hoist') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete batching plant,concrete_batching_plant__batching_mixing,batching_mixing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('central (wet-batch) mixer; weigh hoppers; cement screw conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Concrete batching plant,concrete_batching_plant__water_supply_pumping,water_supply_pumping,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('water pumps; admixture dosing pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete batching plant,concrete_batching_plant__water_aggregate_heating,water_aggregate_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hot water boiler; steam generator; aggregate bin heating') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Concrete batching plant,concrete_batching_plant__dust_extraction,dust_extraction,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('silo filters; dust extractor') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete batching plant,concrete_batching_plant__mobile_plant_trucks,mobile_plant_trucks,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wheel loaders; truck mixers (site diesel)') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Concrete batching plant,concrete_batching_plant__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('office/lab heating; lighting; compressed air') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Creamery,creamery__heat_treatment_pasteurisation,heat_treatment_pasteurisation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('plate heat exchangers; HTST pasteurisers; steam boiler') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Creamery,creamery__evaporation_drying,evaporation_drying,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('falling-film evaporators; spray dryer') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Creamery,creamery__cip_hot_water,cip_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('CIP sets; hot water calorifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Creamery,creamery__refrigeration,refrigeration,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ammonia/glycol chillers; cold stores') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Creamery,creamery__processing_machinery_pumping,processing_machinery_pumping,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('separators; homogenisers; pumps; filling lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Creamery,creamery__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Creamery,creamery__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; HVAC') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Distillery,distillery__milling_mashing,milling_mashing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('malt mill; mash tun/lauter; hot liquor tank') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Distillery,distillery__distillation,distillation,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wash still; spirit still; steam coils/pans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Distillery,distillery__coproduct_evaporation,coproduct_evaporation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pot ale evaporator') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Distillery,distillery__process_pumps_motors,process_pumps_motors,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wort/wash pumps; agitators') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Distillery,distillery__cooling_systems,cooling_systems,throughput_following,,,FALSE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('condenser water pumps; cooling tower fans; yeast refrigerators') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Distillery,distillery__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Distillery,distillery__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; warehouse services') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Distillery,distillery__grain_intake_milling,grain_intake_milling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hammer mills; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Distillery,distillery__cooking_conversion,cooking_conversion,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pressure cookers; conversion vessels') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Distillery,distillery__continuous_distillation,continuous_distillation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('analyser column; rectifier column') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Distillery,distillery__coproduct_evaporation_drying,coproduct_evaporation_drying,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('spent wash evaporators; rotary dark grains dryer; pelletiser') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Effluent Minewater Treatment Plant,effluent_minewater_treatment_plant__minewater_pumping,minewater_pumping,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('borehole pumps; transfer pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Effluent Minewater Treatment Plant,effluent_minewater_treatment_plant__aeration_treatment,aeration_treatment,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('aeration blowers/cascades; mixers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Effluent Minewater Treatment Plant,effluent_minewater_treatment_plant__dosing_sludge_handling,dosing_sludge_handling,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lime/polymer dosing pumps; sludge pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Effluent Minewater Treatment Plant,effluent_minewater_treatment_plant__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('telemetry; lighting; kiosks') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Exhaust and tyre centre,exhaust_and_tyre_centre__workshop_equipment,workshop_equipment,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('vehicle lifts; air compressor; tyre changers; wheel balancers; MIG wel') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Exhaust and tyre centre,exhaust_and_tyre_centre__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('bay lighting; extract fans; point-of-sale ICT') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Exhaust and tyre centre,exhaust_and_tyre_centre__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('warm-air heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Exhaust and tyre centre,exhaust_and_tyre_centre__water_heating,water_heating,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('water heater') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Factory,factory__machine_drive,machine_drive,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('CNC machines; assembly line motors; air compressors; pumps; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Factory,factory__process_heating,process_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('curing ovens; dryers; furnaces; paint stoving') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Factory,factory__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chillers; refrigerated dryers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Factory,factory__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('test equipment; process ICT') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Factory,factory__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boiler; CHP unit') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Factory,factory__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; AHUs; office ICT') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Factory,factory__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas warm-air heaters; radiant heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Flour Mill,flour_mill__wheat_cleaning_conditioning,wheat_cleaning_conditioning,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('separators; destoners; tempering bins') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__grinding_roller_mills,grinding_roller_mills,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('break rolls; reduction rolls') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__pneumatic_conveying_aspiration,pneumatic_conveying_aspiration,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-pressure fans; cyclones; filters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__sifting_purification,sifting_purification,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('plansifters; purifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__flour_packing_handling,flour_packing_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('blending bins; packers; bulk outloading') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Flour Mill,flour_mill__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; offices; gas space heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Food Processing Centre,food_processing_centre__boiler_steam_hot_water,boiler_steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('shell steam boiler; hot water calorifier; jacketed cooking vessels') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Food Processing Centre,food_processing_centre__direct_heating,direct_heating,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas-fired oven; fryer; spray/rotary dryer') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Food Processing Centre,food_processing_centre__refrigeration,refrigeration,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ammonia refrigeration plant; chill/freezer stores') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Food Processing Centre,food_processing_centre__machinery_motors,machinery_motors,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('mixers; pumps; conveyors; packaging lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Food Processing Centre,food_processing_centre__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('rotary screw compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Food Processing Centre,food_processing_centre__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; office HVAC; space heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Foundry,foundry__charge_handling,charge_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('charge cranes; weigh hoppers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Foundry,foundry__melting_holding,melting_holding,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('induction furnace; cupola; gas crucible/reverberatory furnace; holding') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Foundry,foundry__mould_making,mould_making,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('sand mullers/mixers; moulding machines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Foundry,foundry__core_making,core_making,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('core shooters; gas-fired core ovens') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Foundry,foundry__pouring_casting,pouring_casting,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pouring ladles; automatic pouring units') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Foundry,foundry__shakeout_sand_reclamation,shakeout_sand_reclamation,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('shakeout decks; thermal/mechanical sand reclaimers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Foundry,foundry__heat_treatment,heat_treatment,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas-fired annealing furnaces; quench tanks') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Foundry,foundry__fettling_finishing,fettling_finishing,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('grinders; shot-blast machines; cut-off saws') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Foundry,foundry__fume_extraction,fume_extraction,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('baghouse fans; scrubbers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Foundry,foundry__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors; makeup-air units; lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Industrial Minerals NEC,industrial_minerals_nec__quarrying_crushing_screening,quarrying_crushing_screening,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('primary crushers; screens; stone conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Industrial Minerals NEC,industrial_minerals_nec__kiln_calcination,kiln_calcination,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('parallel flow regenerative kiln (PFRK); other shaft kilns; rotary kiln') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Industrial Minerals NEC,industrial_minerals_nec__lime_grinding_milling,lime_grinding_milling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lime mills; classifiers; screens') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Industrial Minerals NEC,industrial_minerals_nec__hydration,hydration,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydrators; hydrate classifiers/mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Industrial Minerals NEC,industrial_minerals_nec__packing_dispatch,packing_dispatch,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('silos; packers; pneumatic loadout') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Industrial Minerals NEC,industrial_minerals_nec__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('compressed air; lighting; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
