unit_id,carb3_activity,process_id,min_duty,max_share,earliest_year,provenance,notes,provenance_ref
boiler_lt_lpg,Iron and/or Steel Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Laboratory,space_water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Large industrial (> 20,000 m2) NEC",other_process,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Large industrial (> 20,000 m2) NEC",site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Large industrial (> 20,000 m2) NEC",space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Large industrial (> 20,000 m2) NEC",steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Maltings - Non Trad,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Maltings - Trad,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mill,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mill,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mineral Production - Brine,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mineral Production - Brine,vacuum_evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mineral Production - Gas,process_heating_regeneration,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mineral Production - Gas,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Mineral Production - Putrescible,pasteurisation_digester_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Motor Vehicle Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Motor Vehicle Works,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Motor Vehicle Works,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Newspaper print works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Paper Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Post Office Sorting Centre,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Post Office Sorting Centre,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Pottery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Provender Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Provender Mill,steam_conditioning,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Scrap Metal/Breakers Yard,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Shipbuilding/ repair, boatyard",painting_coating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,"Shipbuilding/ repair, boatyard",site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Tannery,process_float_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Tannery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Vehicle repair workshop / garage,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Vehicle repair workshop / garage,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Wafer Fabrication,cleanroom_hvac,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Works,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Works,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Works,surface_treatment,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Workshop,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_lpg,Workshop,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Abattoir / Slaughter House,hot_water_sterilisation_cleaning,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Abattoir / Slaughter House,scalding_singeing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Abattoir / Slaughter House,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Aircraft works,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Aircraft works,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Aircraft works,surface_treatment,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Aluminium Smelting Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Artificial Fibre Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Beet Sugar Factory,crystallisation_sugar_house,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Beet Sugar Factory,evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Beet Sugar Factory,extraction_diffusion,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Beet Sugar Factory,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Brewery,brewhouse,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Brewery,cip_utilities,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Brewery,packaging,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Brewery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Brickworks / clay tile/pipe works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Cement Tile Works,curing_chambers,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_lt60 (rank 1); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Cement Tile Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Chemical Works,distillation_separation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Chemical Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Chemical Works,utilities_steam,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Coking and Carbonising Plant,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Concrete Block Works,curing_kilns,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Concrete Product Works,curing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Concrete Product Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Concrete batching plant,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Concrete batching plant,water_aggregate_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Creamery,cip_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Creamery,heat_treatment_pasteurisation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Creamery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,continuous_distillation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,cooking_conversion,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,coproduct_evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,distillation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,milling_mashing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Distillery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Exhaust and tyre centre,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Exhaust and tyre centre,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
boiler_lt_oil,Factory,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 3 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
