carb3_activity,process_set_id,process_id,comit_process_code,match_kind,notes
Mineral Production - Brine,default,brine_purification,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Brine,default,vacuum_evaporation,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Brine,default,centrifuging,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Brine,default,drying_grading,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Brine,default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,coal_preparation,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,ventilation,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,materials_handling_conveyors,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,crushing,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,haulage_mobile_plant,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,digging_loading,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Coal,default,drilling,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Gas,default,gas_compression,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Gas,default,process_heating_regeneration,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Gas,default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Inert,default,materials_handling_loaders,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Inert,default,internal_haulage,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Inert,default,crushing,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Inert,default,screening,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Inert,default,mobile_crushing_screening,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Inert,default,site_services,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: waste sorting/crushing folded into COMIT's Other sector
Mineral Production - Oil,default,artificial_lift,,none,carb3_comit_crosswalk.csv records coverage=partial: 'Extraction itself not modelled; refining is.' No COMIT process code represents upstream oil production
Mineral Production - Oil,default,water_injection,,none,carb3_comit_crosswalk.csv records coverage=partial: 'Extraction itself not modelled; refining is.' No COMIT process code represents upstream oil production
Mineral Production - Oil,default,processing_separation_export,,none,carb3_comit_crosswalk.csv records coverage=partial: 'Extraction itself not modelled; refining is.' No COMIT process code represents upstream oil production
Mineral Production - Oil,default,site_services,,none,carb3_comit_crosswalk.csv records coverage=partial: 'Extraction itself not modelled; refining is.' No COMIT process code represents upstream oil production
Mineral Production - Other Mineral Category,default,drilling,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,extraction_loading,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,haulage,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,crushing,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,screening,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,conveying,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,dewatering_pumping,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Other Mineral Category,default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Mineral Production - Putrescible,default,reception_depackaging_shredding,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,digester_mixing_pumping,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,pasteurisation_digester_heating,IOILTH,analogue,Low temperature heat for the other industries sector
Mineral Production - Putrescible,default,digestate_processing,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,aeration_odour_control,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,windrow_turning,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,screening_refining,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,mobile_plant,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
Mineral Production - Putrescible,default,site_services,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: composting/AD folded into COMIT's Other sector; a Waste & recycling sector is a candidate (note 11)
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,screening,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,conveying,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,washing_classification,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,dewatering_pumping,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Motor Vehicle Works,default,paint_shop,IVHHTH,analogue,COMIT's Vehicles sector has no drying code; the bake oven maps to high temperature heat
Motor Vehicle Works,default,welding,IVHOTH,direct,Other energy services for the vehicles sector
Motor Vehicle Works,default,compressed_air,IVHMOT,direct,Motor drive for the vehicles sector
Motor Vehicle Works,default,materials_handling,IVHMOT,direct,Motor drive for the vehicles sector
Motor Vehicle Works,default,metal_forming,IVHMOT,direct,Motor drive for the vehicles sector
Motor Vehicle Works,default,steam_hot_water,IVHSTM,direct,Low-temperature steam/heat from CHP for the vehicles sector
Motor Vehicle Works,default,site_services,IVHMOT,analogue,Site-services bundle is predominantly motor drive
Motor Vehicle Works,default,space_heating,IVHSPC,direct,Low temperature space heat for the vehicles sector
Newspaper print works,default,prepress_platemaking,IPROTH,direct,Other energy services for the printing subsector
Newspaper print works,default,press_drives,IPRMOT,direct,Motor drive for the printing subsector
Newspaper print works,default,press_auxiliaries,IPRMOT,direct,Motor drive for the printing subsector
Newspaper print works,default,mailroom_finishing,IPRMOT,direct,Motor drive for the printing subsector
Newspaper print works,default,site_services,IPRSPC,analogue,Low temperature space heat for the printing subsector; the bundle also carries motor drive (IPRMOT)
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Crude and vacuum distillation
"Oil refinery, gas processing etc",default,hydrotreating,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Hydrotreating/hydroprocessing
"Oil refinery, gas processing etc",default,catalytic_reforming,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Catalytic reforming
"Oil refinery, gas processing etc",default,hydrogen_production,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Hydrogen production (SMR)
"Oil refinery, gas processing etc",default,hydrocracking,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Hydrocracking
"Oil refinery, gas processing etc",default,fcc,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Fluid catalytic cracking
"Oil refinery, gas processing etc",default,alkylation,PCHPHEAT,analogue,COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Alkylation
"Oil refinery, gas processing etc",default,other_units,PCHPHEAT,analogue,"COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Other process units (isomerisation, visbreaking, coking and minor units)"
"Oil refinery, gas processing etc",default,utilities_steam,PCHPHEAT,analogue,"COMIT has only PRCOIL (petroleum products) and PCHPHEAT (process heat) for refineries; carb3_comit_crosswalk.csv records 'no distillation/cracking split'. Utilities: steam boilers, cogeneration, cooling water and air"
"Oil refinery, gas processing etc",default,site_services,,none,Site overheads have no COMIT refinery process code
Paper Mill,default,stock_preparation,IPPPBP,direct,Paper before pressing (intermediate product)
Paper Mill,default,paper_machine_wet_end,IPPPBD,direct,Paper before drying (intermediate product)
Paper Mill,default,paper_machine_drying,IPPBPA,direct,Basic paper (intermediate product) - the dryer section is the step that produces it
Paper Mill,default,effluent_water_services,,none,"COMIT's paper chain is product-based (IPPPBP, IPPPBD, IPPBPA, IPP); water and effluent services have no analogue"
Paper Mill,default,site_services,IPPLTH,analogue,Low-temperature steam/heat from CHP/boilers for the paper sector
Post Office Sorting Centre,default,sortation_machinery,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Post Office Sorting Centre,default,materials_handling,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Post Office Sorting Centre,default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Post Office Sorting Centre,default,space_heating,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Post Office Sorting Centre,default,water_heating,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Pottery,default,raw_material_preparation,ICRMOT,direct,Motor drive for the ceramics sector
Pottery,default,forming,ICRMOT,direct,Motor drive for the ceramics sector
Pottery,default,drying,ICRDRY,direct,Drying / Separation services for the ceramics sector
Pottery,default,biscuit_firing,ICRHTH,direct,High temperature heat for the ceramics sector
Pottery,default,glazing_decoration,ICRMOT,direct,Motor drive for the ceramics sector
Pottery,default,glost_decoration_firing,ICRHTH,direct,High temperature heat for the ceramics sector
Pottery,default,site_services,ICRMOT,analogue,Site-services bundle is predominantly motor drive; COMIT Ceramics also has ICRSPC for its space-heat part
Provender Mill,default,grinding,IFDMOT,direct,Motor drive for the food and drink sector; carb3_comit_crosswalk.csv records grinding/pelleting collapse into motor drive
Provender Mill,default,mixing_batching,IFDMOT,direct,Motor drive for the food and drink sector; carb3_comit_crosswalk.csv records grinding/pelleting collapse into motor drive
Provender Mill,default,pelleting_press,IFDMOT,direct,Motor drive for the food and drink sector; carb3_comit_crosswalk.csv records grinding/pelleting collapse into motor drive
Provender Mill,default,steam_conditioning,IFDSTM,direct,Low-temperature steam/heat from CHP for the food and drink sector
Provender Mill,default,material_handling,IFDMOT,direct,Motor drive for the food and drink sector; carb3_comit_crosswalk.csv records grinding/pelleting collapse into motor drive
Provender Mill,default,compressed_air,IFDMOT,direct,Motor drive for the food and drink sector; carb3_comit_crosswalk.csv records grinding/pelleting collapse into motor drive
Provender Mill,default,site_services,IFDOTH,analogue,COMIT's Food & drink sector has no space-heat (SPC) code; site overheads fold into other energy services
Pumping Mines,default,dewatering_pumping,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Pumping Mines,default,ventilation,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Pumping Mines,default,site_services,,none,Activity absent from COMIT per carb3_comit_crosswalk.csv (extraction/servicing/dispersed loads are not modelled as manufacturing point sources)
Scrap Metal/Breakers Yard,default,material_handling,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: folded into COMIT's Other sector via the NAEI waste sector. Motor drive for the other industries sector
Scrap Metal/Breakers Yard,default,shredding_separation,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: folded into COMIT's Other sector via the NAEI waste sector. Motor drive for the other industries sector
Scrap Metal/Breakers Yard,default,shearing_baling,IOIMOT,analogue,carb3_comit_crosswalk.csv records coverage=gap: folded into COMIT's Other sector via the NAEI waste sector. Motor drive for the other industries sector
Scrap Metal/Breakers Yard,default,torch_cutting,IOIOTH,analogue,"carb3_comit_crosswalk.csv records coverage=gap: folded into COMIT's Other sector via the NAEI waste sector. COMIT Other has no high-temperature-heat code, so torch cutting falls to other energy services"
Scrap Metal/Breakers Yard,default,site_services,IOISPC,analogue,carb3_comit_crosswalk.csv records coverage=gap: folded into COMIT's Other sector via the NAEI waste sector. Low temperature space heat for the other industries sector
"Shipbuilding/ repair, boatyard",default,steel_prep_cutting,IVHHTH,analogue,carb3_comit_crosswalk.csv records 'No hull-fabrication or surface-prep processes in COMIT'; mapped to the Vehicles sector's high-temperature heat
"Shipbuilding/ repair, boatyard",default,welding_fabrication,IVHOTH,analogue,Other energy services for the vehicles sector
"Shipbuilding/ repair, boatyard",default,machining_outfitting,IVHMOT,analogue,Motor drive for the vehicles sector
"Shipbuilding/ repair, boatyard",default,surface_prep_blasting,IVHMOT,analogue,Motor drive for the vehicles sector
"Shipbuilding/ repair, boatyard",default,painting_coating,IVHLTH,analogue,Low temperature heat for the vehicles sector
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,IVHMOT,analogue,Motor drive for the vehicles sector
"Shipbuilding/ repair, boatyard",default,dry_dock_services,IVHMOT,analogue,Motor drive for the vehicles sector
"Shipbuilding/ repair, boatyard",default,site_services,IVHSPC,analogue,Low temperature space heat for the vehicles sector
Tannery,default,process_float_heating,ITXLTH,direct,Low temperature heat for the textiles sector
Tannery,default,leather_drying,ITXDRY,direct,Drying / Separation services for the textiles sector
Tannery,default,process_drums_machinery,ITXMOT,direct,Motor drive for the textiles sector
Tannery,default,finishing,ITXMOT,direct,Motor drive for the textiles sector
Tannery,default,compressed_air,ITXMOT,direct,Motor drive for the textiles sector
Tannery,default,effluent_treatment,ITXMOT,direct,Motor drive for the textiles sector
Tannery,default,site_services,ITXSPC,analogue,Low temperature space heat for the textiles sector; the bundle also carries motor drive (ITXMOT)
Vehicle repair workshop / garage,default,workshop_equipment,,none,carb3_comit_crosswalk.csv records coverage=absent: 'Servicing not manufacturing. Out of COMIT scope.'
Vehicle repair workshop / garage,default,site_services,,none,carb3_comit_crosswalk.csv records coverage=absent: 'Servicing not manufacturing. Out of COMIT scope.'
Vehicle repair workshop / garage,default,space_heating,,none,carb3_comit_crosswalk.csv records coverage=absent: 'Servicing not manufacturing. Out of COMIT scope.'
Vehicle repair workshop / garage,default,water_heating,,none,carb3_comit_crosswalk.csv records coverage=absent: 'Servicing not manufacturing. Out of COMIT scope.'
Wafer Fabrication,default,process_tools,IEEOTH,direct,Other energy services for the electrical engineering sector
Wafer Fabrication,default,cleanroom_hvac,IEEMOT,direct,Motor drive for the electrical engineering sector
Wafer Fabrication,default,chilled_water_plant,IEEOTH,analogue,COMIT Electrical engineering has no refrigeration code; folded into other energy services
Wafer Fabrication,default,ultrapure_water,IEEMOT,direct,Motor drive for the electrical engineering sector
Wafer Fabrication,default,bulk_gases_cda,IEEMOT,direct,Motor drive for the electrical engineering sector
Wafer Fabrication,default,exhaust_abatement,IEEHTH,analogue,High temperature heat for the electrical engineering sector
Wafer Fabrication,default,site_services,IEEMOT,direct,Motor drive for the electrical engineering sector
Works,default,machine_drive,IOIMOT,direct,Motor drive for the other industries sector
Works,default,process_heating,IOIDRY,analogue,COMIT's Other sector has no high-temperature-heat code; IOIDRY (drying/separation services) is the nearest process code
Works,default,surface_treatment,IOILTH,direct,Low temperature heat for the other industries sector
Works,default,process_cooling,IOIOTH,analogue,COMIT Other has no refrigeration code; folded into other energy services
Works,default,other_process,IOIOTH,direct,Other energy services for the other industries sector
Works,default,steam_hot_water,IOISTM,direct,Low-temperature steam/heat from CHP for the other industries sector
Works,default,site_services,IOIMOT,analogue,Site-services bundle is predominantly motor drive
Works,default,space_heating,IOISPC,direct,Low temperature space heat for the other industries sector
Workshop,default,machining_metalworking,IMEMOT,direct,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. Motor drive for the mechanical engineering sector"
Workshop,default,process_heating,IMEHTH,direct,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. High temperature heat for the mechanical engineering sector"
Workshop,default,process_cooling,IMEOTH,analogue,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. COMIT Mechanical engineering has no refrigeration code; folded into other energy services"
Workshop,default,other_process,IMEOTH,direct,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. Other energy services for the mechanical engineering sector"
Workshop,default,site_services,IMEMOT,analogue,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. Site-services bundle is predominantly motor drive"
Workshop,default,space_heating,IMESPC,direct,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. Low temperature space heat for the mechanical engineering sector"
Workshop,default,water_heating,IMELTH,direct,"carb3_comit_crosswalk.csv records comit_sector=Mechanical engineering, coverage=generic, 'Energy services only'. Low temperature heat for the mechanical engineering sector"
