carb3_activity,process_set_id,process_id,duty_family,carrier_id,grade_rank,duty_share,share_low,share_high,evidence_tier,provenance,confidence
Chemical Works,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Chemical Works,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Coking and Carbonising Plant,default,coal_handling_preparation,MOT,motive_power,,1.00000,,,published_sec,"[IS_BREF2013] document level - coal crushers, blending bunkers and conveyors are electric shaft work.",medium
Coking and Carbonising Plant,default,oven_battery_carbonisation,HTH,heat_gt1000,6,1.00000,,,engineering,"[STET2024_COKE] document level (energy analysis of a coke oven) and [IS_BREF2013] document level. Coke oven underfiring flues carbonise the charge above 1000 C - coke cannot form below roughly 900 C and batteries are fired well above it - so band 6 (>1000C). Corroborated by [ESSITY2022] via decarbonisation_options_library.csv option h2_kiln_furnace_burner, ""Direct-fired process heat from ~200C dryers to >1500C melting furnaces and kilns"". NO PAGE-LEVEL TEMPERATURE WAS READ; the band rests on the chemistry, not on a quoted figure.",medium
Coking and Carbonising Plant,default,coke_quenching_handling,MOT,motive_power,,1.00000,,,engineering,"[IS_BREF2013] document level and [REF_CDQ] document level. Pushing, quenching, screening and wharf conveying present as shaft work. The sensible heat in hot coke is a RECOVERY opportunity - [REF_CDQ] via decarbonisation_options_library.csv option coke_dry_quenching, ""~85-95 kWh electricity per tonne coke"" - not a duty the site must be supplied, so no heat row is written.",medium
Coking and Carbonising Plant,default,byproduct_plant,MOT,motive_power,,1.00000,,,engineering,"[STET2024_COKE] document level - COG exhausters, ammonia stills, tar decanters and cooling systems are driven loads.",medium
Coking and Carbonising Plant,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Coking and Carbonising Plant,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Concrete Block Works,default,aggregate_handling,MOT,motive_power,,1.00000,,,engineering,[LBNL_CONCRETE_2011] document level - aggregate bins and belt conveyors are shaft work.,medium
Concrete Block Works,default,batching_mixing,MOT,motive_power,,1.00000,,,engineering,[LBNL_CONCRETE_2011] document level - pan mixers and weigh batchers are shaft work.,medium
Concrete Block Works,default,block_machine_pressing,MOT,motive_power,,1.00000,,,published_sec,"[LBNL_CONCRETE_2011] document level - the block machine, vibrating mould and hydraulic power pack are the dominant electric load of a block works.",medium
Concrete Block Works,default,curing_kilns,LTH,heat_60_100,2,1.00000,,,published_sec,"[CARB3_PDO] Concrete Block Works/curing_kilns (marked engineering judgement there): ""Low-temperature curing chambers (30-70C) well matched to heat pumps"". The quoted range straddles bands 1 and 2; band 2 (60-100C) is taken as the BINDING delivery temperature at the top of the range, because the chamber must be able to reach it.",medium
Concrete Block Works,default,cubing_packaging,MOT,motive_power,,1.00000,,,engineering,"[LBNL_CONCRETE_2011] document level - cuber, splitters and strapping are shaft work.",medium
Concrete Block Works,default,mobile_plant,MOT,motive_power,,1.00000,,,published_sec,"[DESNZ_NRMM_CFE2025] document level - loaders, handlers and yard vehicles are diesel non-road mobile machinery delivering shaft work; no thermal duty.",medium
Concrete Block Works,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_CEMENT] section 3.2 gives site_services MOT/motive_power. activity_process_energy_profile.csv carries no heat vector for this process at this activity, so a single motive row is written and no space-heat duty is asserted.",low
Concrete Product Works,default,batching_mixing,MOT,motive_power,,1.00000,,,engineering,"[LBNL_CONCRETE_2011] document level - pan/planetary mixers, weigh batchers and cement silos are shaft work.",medium
Concrete Product Works,default,forming_casting_vibration,MOT,motive_power,,1.00000,,,engineering,"[LBNL_CONCRETE_2011] document level - vibration tables, screeds and trowels are shaft work.",medium
Concrete Product Works,default,curing,LTH,heat_60_100,2,1.00000,,,published_sec,"[CARB3_PDO] Concrete Product Works/curing (marked engineering judgement there): ""Accelerated curing chambers typically <70C; strong heat-pump fit"". Band 2 (60-100C) is taken as the binding delivery temperature just below the stated 70 C ceiling.",medium
Concrete Product Works,default,stripping_handling_cranes,MOT,motive_power,,1.00000,,,engineering,"[LBNL_CONCRETE_2011] document level - overhead cranes, gantries and stripping equipment are shaft work.",medium
Concrete Product Works,default,mobile_plant_trucks,MOT,motive_power,,1.00000,,,published_sec,"[DESNZ_NRMM_CFE2025] document level - loaders, handlers and yard vehicles are diesel non-road mobile machinery delivering shaft work; no thermal duty.",medium
Concrete Product Works,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Concrete Product Works,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Concrete batching plant,default,aggregate_handling_conveying,MOT,motive_power,,1.00000,,,engineering,"[LBNL_CONCRETE_2011] document level - aggregate bins, belt conveyors and skip hoist are shaft work.",medium
Concrete batching plant,default,batching_mixing,MOT,motive_power,,1.00000,,,published_sec,"[LBNL_CONCRETE_2011] document level - the central wet-batch mixer, weigh hoppers and cement screws are the dominant electric load of a batching plant.",medium
Concrete batching plant,default,water_supply_pumping,MOT,motive_power,,1.00000,,,engineering,[LBNL_CONCRETE_2011] document level - water and admixture dosing pumps are shaft work.,medium
Concrete batching plant,default,water_aggregate_heating,LTH,heat_60_100,2,1.00000,,,published_sec,"[CARB3_PDO] Concrete batching plant/water_aggregate_heating (marked engineering judgement there): ""Winter batch water heating <80C is an ideal heat-pump duty"". Band 2 (60-100C).",medium
Concrete batching plant,default,dust_extraction,MOT,motive_power,,1.00000,,,engineering,[LBNL_CONCRETE_2011] document level - silo filters and dust extractors are fan shaft work.,medium
Concrete batching plant,default,mobile_plant_trucks,MOT,motive_power,,1.00000,,,published_sec,"[DESNZ_NRMM_CFE2025] document level - loaders, handlers and yard vehicles are diesel non-road mobile machinery delivering shaft work; no thermal duty. Truck mixers are fuelled on site at this activity, so their shaft work is inside the premise boundary.",medium
Concrete batching plant,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure. At this activity the bundle is ""office/lab heating; lighting; compressed air"", so the gas share is explicitly building heat.",low
Concrete batching plant,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Creamery,default,heat_treatment_pasteurisation,LTH,heat_60_100,2,1.00000,,,published_sec,"[STAR_HP] via process_decarbonisation_options.csv: ""Pasteurisation 72-85C with regenerative HX; strong heat pump fit"". Band 2 (60-100C). The same table also gives ""UHT/sterilisation ~120-140C"" (band 3) on this process, but NO SOURCE SPLITS HTST from UHT, so the dominant HTST duty carries 1.0 and the band 3 UHT component is a stated gap. [LBNL_DAIRY] and [FOCUS_DAIRY] document level corroborate pasteurisation as the head thermal duty.",medium
Creamery,default,evaporation_drying,DRY,heat_150_400,4,1.00000,,,published_sec,"[CARB3_PDO] Creamery/evaporation_drying: ""top-up heat still needed for 180-200C inlet"" (spray dryer inlet air). Band 4 (150-400C), matching [CARB3_WE_FOOD] section 3.2's ""DRY - spray dryer, 200 C"" at heat_150_400 grade 4. The falling-film evaporator's own band 3 steam duty is not split out by any source.",medium
Creamery,default,cip_hot_water,LTH,heat_60_100,2,1.00000,,,published_sec,"[STAR_HP] via process_decarbonisation_options.csv: ""CIP 60-85C ideal heat pump duty"". Band 2 (60-100C).",medium
Creamery,default,refrigeration,REF,cooling,,1.00000,,,published_sec,[LBNL_DAIRY] document level - ammonia/glycol chillers and cold stores are one cooling service.,medium
Creamery,default,processing_machinery_pumping,MOT,motive_power,,1.00000,,,published_sec,"[LBNL_DAIRY] document level - separators, homogenisers, pumps and filling lines are shaft work.",medium
Creamery,default,compressed_air,MOT,motive_power,,1.00000,,,engineering,"[CTV059] document level - compressed air is a compressor shaft-work service; its waste heat is a recovery opportunity, not a duty the site must be supplied.",medium
Creamery,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Creamery,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Distillery,default,milling_mashing,LTH,heat_60_100,2,1.00000,,,published_sec,"[INCHDAIRNIE_HP] via process_decarbonisation_options.csv: ""Hot liquor ~70-85C from heat pump on cooling circuits"". Band 2 (60-100C). The malt mill drive is not split out by the source.",medium
Distillery,default,distillation,STM,heat_100_150,3,1.00000,,,published_sec,"[BRIGGS_DIST] document level and [SWA_NETZERO] document level - wash and spirit stills are steam-heated through coils and pans. Band 3 (100-150C) is the low-pressure still steam these sources describe; [DEBOER2020] via decarbonisation_options_library.csv option htp_heat_pump_100_150 names ""distillation reboil"" in the 100-150C band explicitly.",medium
Distillery,default,coproduct_evaporation,STM,heat_100_150,3,1.00000,,,engineering,"[VERCO_MVR] document level and [BRIGGS_THERMODRIVE] document level (MVR on malt whisky distillation and pot ale). The pot ale evaporator is served from the same LP steam main as the stills, so band 3 (100-150C) is carried across from the distillation row as the NAMED ANALOGUE. No page-level temperature was read.",medium
Distillery,default,process_pumps_motors,MOT,motive_power,,1.00000,,,engineering,[BALMENACH_CS] document level - wort/wash pumps and agitators are shaft work.,medium
Distillery,default,cooling_systems,REF,cooling,,1.00000,,,published_sec,"[BALMENACH_CS] document level - condenser water pumps, cooling tower fans and yeast refrigeration deliver a cooling service.",medium
Distillery,default,compressed_air,MOT,motive_power,,1.00000,,,engineering,"[CTV059] document level - compressed air is a compressor shaft-work service; its waste heat is a recovery opportunity, not a duty the site must be supplied.",medium
Distillery,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Distillery,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Distillery,grain_distillery,grain_intake_milling,MOT,motive_power,,1.00000,,,engineering,"[GOVSCOT_BYPROD] document level - hammer mills and conveyors are shaft work. Differs from the default set, which has no grain intake stage, so this row is not inherited.",medium
Distillery,grain_distillery,cooking_conversion,STM,heat_100_150,3,1.00000,,,engineering,"[GOVSCOT_BYPROD] document level - pressure cookers and conversion vessels. A pressure cooker operates above 100 C by definition, so band 3 (100-150C); the same site's continuous distillation steam main is the NAMED ANALOGUE for the grade. No page-level temperature was read.",medium
Distillery,grain_distillery,continuous_distillation,STM,heat_100_150,3,1.00000,,,published_sec,"[BRIGGS_DIST] document level and [SWA_NETZERO] document level; [DEBOER2020] via decarbonisation_options_library.csv option htp_heat_pump_100_150 names ""distillation reboil"" in the 100-150C band. Band 3 (100-150C). Coffey/column stills run on the same LP steam as the malt route's pot stills.",medium
Distillery,grain_distillery,coproduct_evaporation_drying,DRY,heat_150_400,4,1.00000,,,fallback,"[GOVSCOT_BYPROD] document level - spent wash evaporators, rotary dark grains dryer and pelletiser. Band 4 (150-400C) is a FALLBACK taking [CARB3_WE_FOOD] section 3.2's ""DRY - spray dryer, 200 C"" (heat_150_400, grade 4) as the NAMED ANALOGUE for a direct-fired rotary product dryer. The evaporator's band 3 steam duty is not split out. Not a read figure. This process differs from the default set's coproduct_evaporation (band 3 STM) because the grain route adds a dryer, so it is stated rather than inherited.",low
Distillery,grain_distillery,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure. Restated rather than inherited so that every register row in this lane carries at least one duty row.",low
Distillery,grain_distillery,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Effluent Minewater Treatment Plant,default,minewater_pumping,MOT,motive_power,,1.00000,,,published_sec,[COAL_AUTH] document level - borehole and transfer pumping is the dominant load at Coal Authority minewater treatment schemes; corroborated by [REF_GOVUK_GATESHEAD] document level.,medium
Effluent Minewater Treatment Plant,default,aeration_treatment,MOT,motive_power,,1.00000,,,engineering,[COAL_AUTH] document level - aeration blowers and mixers are shaft work; cascade aeration is passive and carries no duty.,medium
Effluent Minewater Treatment Plant,default,dosing_sludge_handling,MOT,motive_power,,1.00000,,,engineering,[COAL_AUTH] document level - lime/polymer dosing pumps and sludge pumps are shaft work.,medium
Effluent Minewater Treatment Plant,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_CEMENT] section 3.2 gives site_services MOT/motive_power. activity_process_energy_profile.csv carries no heat vector for this process at this activity, so a single motive row is written and no space-heat duty is asserted. Telemetry, lighting and kiosks are the whole bundle at an unstaffed treatment site.",low
Exhaust and tyre centre,default,workshop_equipment,MOT,motive_power,,1.00000,,,published_sec,"[MIDAM_AUTOSHOP] document level (typical auto shop end-use charts) - vehicle lifts, air compressor, tyre changers, wheel balancers and impact wrenches are shaft work. The MIG welder is a small direct-electric arc load that no source separates.",medium
Exhaust and tyre centre,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_FOOD] section 3.2 precedent for carrying a bundled electrical overhead as motive power. space_heating is a separate register process at this activity, so the bundle's space-heat duty is carried there. The small gas share activity_process_energy_profile.csv gives this bundle (ventilation/AHU heating) is not separated by any source.",low
Exhaust and tyre centre,default,space_heating,SPC,heat_60_100,2,1.00000,,,engineering,"[CARB3_WE_FOOD] section 3.2 places a space-heating duty (""SPC - space heating"") at heat_60_100, grade 2. Warm-air, radiant and wet systems in industrial buildings deliver into band 2 (60-100C). Named analogue; no temperature was read for this activity. [MIDAM_AUTOSHOP] document level gives warm-air space heating as the dominant gas end use in a service workshop, and activity_process_energy_profile.csv puts 0.99 of this activity's gas on this process.",medium
Exhaust and tyre centre,default,water_heating,LTH,heat_60_100,2,1.00000,,,fallback,"No temperature was read for this activity. Band 2 (60-100C) is a FALLBACK taking [CARB3_WE_FOOD] section 3.2's ""LTH - hot water and CIP, 80 C"" (heat_60_100, grade 2) as the NAMED ANALOGUE for a welfare hot-water heater. Not a read figure.",low
Factory,default,machine_drive,MOT,motive_power,,1.00000,,,published_sec,"[MECS2022_T52] Table 5.2, End Uses of Fuel Consumption - machine drive is the dominant electric end use across NAICS 332/333/336; [CTV059] document level.",medium
Factory,default,process_heating,PHEAT,heat_100_150,3,1.00000,,,published_sec,"[REF_DESNZ_ELEC] via process_decarbonisation_options.csv, Factory/process_heating: ""Low-temp process heat/drying to ~150C"". Band 3 (100-150C). Furnace duties above that exist at individual sites, but the published end-use evidence for this GENERIC activity stops at 150 C and nothing here supports a higher band.",medium
Factory,default,process_cooling,REF,cooling,,1.00000,,,published_sec,"[MECS2022_T52] Table 5.2 - ""process cooling and refrigeration"" is a distinct end use. Chillers and refrigerated dryers deliver a cooling service.",medium
Factory,default,other_process,OTH,motive_power,,1.00000,,,fallback,"[MECS2022_T52] Table 5.2 ""other process use"". [CARB3_WE_FOOD] section 3.2 is the repo precedent for carrying a bundled electrical overhead as motive power. The gas component of this bundle is not separated by any source and is a stated gap.",low
Factory,default,steam_hot_water,STM,heat_100_150,3,1.00000,,,published_sec,"[REF_DESNZ_ELEC] via process_decarbonisation_options.csv, Factory/steam_hot_water: ""LP steam/hot water where loads under ~150C"". Band 3 (100-150C).",medium
Factory,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_FOOD] section 3.2 precedent for carrying a bundled electrical overhead as motive power. space_heating is a separate register process at this activity, so the bundle's space-heat duty is carried there. The small gas share activity_process_energy_profile.csv gives this bundle (ventilation/AHU heating) is not separated by any source.",low
Factory,default,space_heating,SPC,heat_60_100,2,1.00000,,,engineering,"[CARB3_WE_FOOD] section 3.2 places a space-heating duty (""SPC - space heating"") at heat_60_100, grade 2. Warm-air, radiant and wet systems in industrial buildings deliver into band 2 (60-100C). Named analogue; no temperature was read for this activity. [CTV059] document level covers gas warm-air and radiant heating in manufacturing buildings.",medium
Flour Mill,default,wheat_cleaning_conditioning,MOT,motive_power,,1.00000,,,published_sec,"[ALIU2018] document level (flour mill energy audit) - separators, destoners and tempering bins are shaft work. Tempering water is added cold, so no heat duty is asserted.",medium
Flour Mill,default,grinding_roller_mills,MOT,motive_power,,1.00000,,,published_sec,[WORLDGRAIN2010] document level and [ALIU2018] document level - break and reduction roller mills are the dominant electric load of a flour mill.,medium
Flour Mill,default,pneumatic_conveying_aspiration,MOT,motive_power,,1.00000,,,published_sec,"[BUHLER_MILL] document level - high-pressure fans, cyclones and filters are fan shaft work.",medium
Flour Mill,default,sifting_purification,MOT,motive_power,,1.00000,,,engineering,[ALIU2018] document level - plansifters and purifiers are shaft work.,medium
Flour Mill,default,flour_packing_handling,MOT,motive_power,,1.00000,,,engineering,"[ALIU2018] document level - blending bins, packers and bulk outloading are shaft work.",medium
Flour Mill,default,compressed_air,MOT,motive_power,,1.00000,,,engineering,"[CTV059] document level - compressed air is a compressor shaft-work service; its waste heat is a recovery opportunity, not a duty the site must be supplied.",medium
Flour Mill,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure. The register bundle at this activity is ""lighting; offices; gas space heaters"", so the gas share is explicitly space heat, and activity_process_energy_profile.csv puts the whole of this activity's gas (1.00) here.",low
Flour Mill,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Food Processing Centre,default,boiler_steam_hot_water,LTH,heat_60_100,2,0.46180,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: ""LTH - hot water and CIP, 80 C"", carrier heat_60_100, grade 2, duty_share 0.46180. This is the only activity in this lane whose section 3.3 rows are published in full.",medium
Food Processing Centre,default,boiler_steam_hot_water,STM,heat_100_150,3,0.53820,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: ""STM - evaporator, 120 C"", carrier heat_100_150, grade 3, duty_share 0.53820.",medium
Food Processing Centre,default,direct_heating,DRY,heat_150_400,4,1.00000,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: ""DRY - spray dryer, 200 C"", carrier heat_150_400, grade 4, duty_share 1.00000.",medium
Food Processing Centre,default,refrigeration,REF,cooling,,1.00000,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: ""REF"", carrier cooling, no grade, duty_share 1.00000.",medium
Food Processing Centre,default,machinery_motors,MOT,motive_power,,1.00000,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: ""MOT"", carrier motive_power, no grade, duty_share 1.00000.",medium
Food Processing Centre,default,compressed_air,MOT,motive_power,,1.00000,,,published_sec,"[CARB3_WE_FOOD] section 3.2, verbatim: compressed_air is one of the three processes listed on the MOT/motive_power row at duty_share 1.00000.",medium
Food Processing Centre,default,site_services,SPC,heat_60_100,2,0.54900,,,engineering,"[CARB3_WE_FOOD] section 3.2 gives this process TWO rows - ""SPC - space heating"" at heat_60_100 grade 2 and ""MOT"" at motive_power - each at duty_share 1.00000, because that table reads the share per VECTOR. Section 3.3 sums duty_share over the process, so the two are rescaled on the same example's delivered energy (0.021000 PJ gas, 0.017226 PJ electricity), giving 0.549 and 0.451. The band and the two families are verbatim; only the shares are rescaled. The spec and the worked example disagree here - see DONE_duty_a.md.",medium
Food Processing Centre,default,site_services,MOT,motive_power,,0.45100,,,engineering,"[CARB3_WE_FOOD] section 3.2, verbatim family and carrier: ""MOT"", motive_power. Share rescaled from 1.00000 to 0.451 on the example's own delivered energy so that the process sums to 1.00 as section 3.3 requires - see the SPC row and DONE_duty_a.md.",medium
Foundry,default,charge_handling,MOT,motive_power,,1.00000,,,engineering,[SF_BREF2024] document level - charge cranes and weigh hoppers are shaft work.,medium
Foundry,default,melting_holding,HTH,heat_gt1000,6,1.00000,,,published_sec,"[AGORA2024] via decarbonisation_options_library.csv option induction_heating: ""Heating/melting of electrically conductive materials (metals) to >1200C; forging, hardening, melting"". Iron and steel casting alloys are tapped above 1400 C, so band 6 (>1000C). [SF_BREF2024], [DOE_AMT2005] and [REF_CMF] document level cover cupola, induction and gas crucible melting. CAVEAT: a non-ferrous foundry melting aluminium would sit in band 5, and this activity-level default does not distinguish the two - see DONE_duty_a.md.",medium
Foundry,default,mould_making,MOT,motive_power,,1.00000,,,published_sec,"[EPPICH2004] document level - sand mullers, mixers and moulding machines are shaft work.",medium
Foundry,default,core_making,DRY,heat_150_400,4,1.00000,,,fallback,"[SF_BREF2024] document level - core shooters and gas-fired core ovens. No temperature was read. Band 4 (150-400C) is a FALLBACK on [AGORA2024] via decarbonisation_options_library.csv option electric_resistance_oven_furnace (""Ovens, dryers and furnaces from ~100C to >1000C"") narrowed by [REF_RELIANT_OVENS] via option electric_powder_coating_oven (""~160-200C"") as the nearest quoted industrial oven duty. Not a read figure.",low
Foundry,default,pouring_casting,MOT,motive_power,,1.00000,,,fallback,"[SF_BREF2024] document level - pouring ladles and automatic pouring units. The metal arrives molten from melting_holding, so the residual duty of this process is handling shaft work; no source separates ladle holding losses, which are a stated gap.",low
Foundry,default,shakeout_sand_reclamation,MOT,motive_power,,1.00000,,,engineering,"[EPPICH2004] document level - shakeout decks and mechanical sand reclaimers are shaft work. THERMAL sand reclamation is a real gas duty (activity_process_energy_profile.csv gives this process 0.05 of the activity's gas) but no source separates thermal from mechanical reclamation, so the dominant MOT duty carries 1.0 and the thermal component is a stated gap.",medium
Foundry,default,heat_treatment,HTH,heat_400_1000,5,1.00000,,,fallback,"[SF_BREF2024] document level - gas-fired annealing furnaces and quench tanks. No temperature was read. Band 5 (400-1000C) is a FALLBACK for ferrous annealing, taking [AGORA2024] via decarbonisation_options_library.csv option electric_resistance_oven_furnace (""from ~100C to >1000C"") as the range and this activity's own melting duty at band 6 as the upper contrast. Not a read figure.",low
Foundry,default,fettling_finishing,MOT,motive_power,,1.00000,,,engineering,"[EPPICH2004] document level - grinders, shot-blast machines and cut-off saws are shaft work.",medium
Foundry,default,fume_extraction,MOT,motive_power,,1.00000,,,engineering,[SF_BREF2024] document level - baghouse fans and scrubbers are fan shaft work.,medium
Foundry,default,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Foundry,default,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Industrial Minerals NEC,default,quarrying_crushing_screening,MOT,motive_power,,1.00000,,,published_sec,"[EULA_ECOFYS_2014] document level and [DOE_STONE] Chapter 9 document level - primary crushers, screens and stone conveyors are electric shaft work.",medium
Industrial Minerals NEC,default,kiln_calcination,HTH,heat_400_1000,5,1.00000,,,published_sec,"[CARB3_PDO] Industrial Minerals NEC/kiln_calcination: ""Electric calcination of limestone at ~900-1200C plausible but undemonstrated at scale""; [AGORA2024] via decarbonisation_options_library.csv option electric_kiln_calcination, ""~900-1450C (lime, cement precalcination, minerals)""; [R_BEIS_LIME] and [R_TARMAC_H2LIME] document level. The BINDING delivery temperature is limestone decomposition at ~900 C, which sits in band 5 (400-1000C); the kiln hot zone exceeds 1000 C. This is a band 5/6 boundary case and the single most consequential judgement in this lane - see DONE_duty_a.md.",medium
Industrial Minerals NEC,default,lime_grinding_milling,MOT,motive_power,,1.00000,,,published_sec,"[EULA_ECOFYS_2014] document level - lime mills, classifiers and screens are shaft work.",medium
Industrial Minerals NEC,default,hydration,MOT,motive_power,,1.00000,,,fallback,"[EULA_ECOFYS_2014] document level - hydrators and hydrate classifiers/mills. Slaking is EXOTHERMIC, so the energy duty of this process is hydrator and mill shaft work; no source gives a heat input and none is asserted.",low
Industrial Minerals NEC,default,packing_dispatch,MOT,motive_power,,1.00000,,,engineering,"[EULA_ECOFYS_2014] document level - silos, packers and pneumatic loadout are shaft work.",medium
Industrial Minerals NEC,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_CEMENT] section 3.2 gives site_services MOT/motive_power. activity_process_energy_profile.csv carries no heat vector for this process at this activity, so a single motive row is written and no space-heat duty is asserted.",low
Industrial NEC,default,machine_drive,MOT,motive_power,,1.00000,,,published_sec,[MECS2022_T52] Table 5.2 - machine drive is the dominant electric end use; [BESS2018] and [CTV059] document level.,medium
